segment_row_idx,topic_id_matrix,topic_id_assumed,p_topic,topic_id,show,year,decade,topic_final,topic_name_final,model_text,topic_name,topic_rank
59,6,6,0.1658316937710265,6,Los Muleros,1976,1970,6,6_quinta_vergara_público_quinta vergara,"Van a volver a estar con nosotros, pero antes quiero decirle que, en nombre de la Comisión Organizadora de este 17.º Festival Internacional de la Canción de Viña del Mar y en retribución al cariño recibido por vosotros, el público de esta noche de festival, Los Mureros recibirán un reconocimiento público en base a este pequeño anillo que encierra a su alrededor todo el cariño de Viña, de Chile y de su juventud. En nombre de todos vosotros y en nombre de la Comisión Organizadora, hago entrega de ellos de este presente. ¡Gracias, Viña, para Los Muleros!",6_quinta_vergara_público_quinta vergara,1
59,14,14,0.103961699968123,14,Los Muleros,1976,1970,6,6_quinta_vergara_público_quinta vergara,"Van a volver a estar con nosotros, pero antes quiero decirle que, en nombre de la Comisión Organizadora de este 17.º Festival Internacional de la Canción de Viña del Mar y en retribución al cariño recibido por vosotros, el público de esta noche de festival, Los Mureros recibirán un reconocimiento público en base a este pequeño anillo que encierra a su alrededor todo el cariño de Viña, de Chile y de su juventud. En nombre de todos vosotros y en nombre de la Comisión Organizadora, hago entrega de ellos de este presente. ¡Gracias, Viña, para Los Muleros!",14_ho_ho ho_aplauso_muchas,2
62,10,10,0.1717724644510271,10,Gloria Benavides,1977,1970,10,10_maestro_hora hora_ruperto_hora,"Oye, Anthony, en realidad te he llamado para que admires la venta que que estoy tirando, ¿me entiendes? Hoy día para que ustedes seban luz con nueva venta. Tiro, estoy tirando más pinta que la vinuela, ¿me entiendes? Mire, es que en realidad, Anthony, fíjate que como era último día, me fui a pasearme por las calles de Viña del Mar y iba pasando y tenía una parte por una busticket. Y la la la dueña de las bortigueres me dijo, ""Oiga, cuartito, no encuentra que anda media tiradita menos con sus ropitas."" Entonces, me prestaron esta creación de Cristian Yoli. Oye, flaquito, ¿sabes por qué te he hecho regresar y retornar a este escenario de Éxito? ¿Te he hecho retornar porque resulta que nosotros con los carros de la población te hemos fabricado un premio, ¿me entendés? Te fabricamos un premio Wait a moment. Le hemos fabricado un premio al flaco hecho con nuestras propias manos por ser el mejor animador. Así que aguántenme un mes, yo no voy a buscar al tiro, ¿eh? Usted cree que aquí venga para acá. No, venga para acá, Anthony. No me hagas sufrir. ¿Qué está diciendo? Mientras tanto, un prolongado aplauso al mejor animador.",10_maestro_hora hora_ruperto_hora,1
67,10,10,0.2073541616119001,10,Gloria Benavides,1977,1970,10,10_maestro_hora hora_ruperto_hora,"¡Ay, casi me saco la peluca! Bueno, la verdad de las cosas, fíjate que yo soy un poquito como celosa. Hola, Albert. No sufras, luego te iré a verte. Como le iba diciendo, estoy un poco celosa de ver a esa pareja tan linda de enamorados que son los esposos Arbano y la señora Romina Powell. Hacen una pareja tan linda. No, en serio, se basan. Se basan, se basan. No te escondas, hermanito. En realidad, se basan, ¿eh? Y ahora están muy de moda los dudos, ¿eh? Por ejemplo, el dudo de del señor Arbano con la señora Romina Bauer, el dudo que hizo ayer mi queridísimo, llamadísimo pololo don Alberto Jamón con don Julito Parroquia. Entonces, yo también hoy día he querido hacer un dudo. Y ella llamado... no he llamado nada todavía, voy a llamar a este escenario a mi compañero para hacer un dúo. ¿Y qué mejor que mi Florcita Motúa para hacer un dúo?",10_maestro_hora hora_ruperto_hora,1
69,8,8,0.5962140602791318,8,Gloria Benavides,1977,1970,8,8_anthony_amas_your_you,"Te respiro siempre. Te acerco mis manos. Te siento siempre. De un lugar distante me aferro siempre. Y me dan dentro de abrazo que no duda. Gente, gigante, consciente, envidio. Gente, tu amor es tuyo. Gente, respira franca con alegría. Gente, ¿qué puedo? Beso que a veces me gusta integrarse. Y si tu vida ya no es la misma que felices, llorando, llorando, la gente te miro. Quiero que me digan, ""Oh, quiero te acerco mi mis manos y te siento gente. Gente. Y es por eso que a veces me gusta darte. A vivir tu vida de un imán. Felices, llorando, formándonos. Mos, mos, que lle.",8_anthony_amas_your_you,1
70,13,13,0.1555135301875342,13,Gloria Benavides,1977,1970,13,13_ay ay_salta salta_salta_ay,"...los espacios. Te serás el ángel del espacio del futuro. Jeje. La la la la la la. La la la la la la. La la la la la... 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 16.",13_ay ay_salta salta_salta_ay,1
71,22,22,1.0,22,Gloria Benavides,1977,1970,22,22_verdad_agradecer_emocionado_quiero agradecer,"Qué lindo y qué merecido otros aplausos para un artista que ha mostrado una nueva faceta. Yo le quiero agradecer el premio en todo caso y la única forma que yo puedo decirle muchas gracias por estar con nosotros es brindándole otro aplauso de mi parte y de todo el público que está acá presente. Gracias, gracias, cuatro dientes.",22_verdad_agradecer_emocionado_quiero agradecer,1
73,10,10,0.1807649213294859,10,Gloria Benavides,1977,1970,10,10_maestro_hora hora_ruperto_hora,"¿Qué es lo que pasa a veces? ¿Qué es lo que ha pasado otra vez? ¿Ah? ¿Qué bajó? ¡Ay! ¿Qué bajó? Camilla... Un momento, a ver, un momento. Wait a moment, please. Wait a moment. Todo el mundo calladito y que mi amigo allá me grite, ¿qué es lo que pasa? ""La camilla"". La camilla... O sea, un momentito. Carmen, sí, pues tómelo con calma. Ya. Otra vez tendré que empezar con mi clase de hipnotismo. Tranquilidad, todo el mundo tranquilo. Prenden las luces bien, por favor. La lucecita bien prendida. Ya. ¿Llegó la camilla? Ya, listo, perfecto. Ahora vamos a seguir cantando ""La cuculla"". No canto nada, todavía no llega.",10_maestro_hora hora_ruperto_hora,1
76,10,10,0.1062551338837623,10,Gloria Benavides,1977,1970,10,10_maestro_hora hora_ruperto_hora,"Maestro, maestro, yo quisiera decirle, hago con bastante cariño a la gente de la Quinta Vergara. Quisiera pedirle Quisiera pedirle antes un favor muy grande. Quisiera pedirle un favor como último favor que les voy a pedirle porque ya me voy a ir de la Quinta Vergara. ¿Ah? Ya va, ya va, ya va. No se preocupen, todo tiene solución. Nuevamente en la clase de no tismo, todo tranquilo. Respiren profundamente. Echen la cabecita hacia atrás. Pónganse comoditos. Son cosas que pasan en los festivales, ¿me entiendes? Cuando hay mucha gente, entonces la gente se junta mucho y entonces hay mucha gente. Eso es lo que sucede. Entonces, ¿qué es lo que pasa? Que viene un síntoma nervioso, a uno le a veces le le le le falla entonces el el síntoma respiratorio. Yo he estudiado medicina también, ¿eh? Así que les puedo decirles que tengan tranquilidad, que esas cositas bien va ya la defensa civil, ¿ve? Allá están los amigos de la defensa civil junto a los amigos de la Cruz Roja. Entonces, ¿qué pasa? Que cuando hay una persona enferma ellos acuden, ¿me entiendes? Un aplauso para la defensa civil y para la Cruz Roja que están ahí presentes. Dios quiera que no sean Si no es que tenemos que dejar al enfermito tranquilo. No hay que esperar después de ver a culito parroquia, tenía que ocurrir a estas cosas, ¿no es? No es que estamos todos muy orcetados. No es que el último día pues tengan conciencia. Hay que tener conciencia de una cosa, que hoy día es el último día del festival. A eso se deben todas estas cosas así porque la gente demuestra mucha",10_maestro_hora hora_ruperto_hora,1
81,17,17,0.1097092849327873,17,Gloria Benavides,1977,1970,6,6_quinta_vergara_público_quinta vergara,"Hemos regalado ya dos gaviotas con el corazón de nosotros, pero la gaviota de Viña del Mar la recibe Gloria Benavides esta noche. Y el director artístico del festival le entrega el premio a un artista nacional que ha entregado todo lo que tiene y todo lo que es. Gracias.",17_natalia_chiqui_alison_javiera,1
81,19,19,0.1014010906331461,19,Gloria Benavides,1977,1970,6,6_quinta_vergara_público_quinta vergara,"Hemos regalado ya dos gaviotas con el corazón de nosotros, pero la gaviota de Viña del Mar la recibe Gloria Benavides esta noche. Y el director artístico del festival le entrega el premio a un artista nacional que ha entregado todo lo que tiene y todo lo que es. Gracias.",19_través_mar_viña_viña mar,2
82,1,1,0.3059050464616763,1,Gloria Benavides,1977,1970,1,1_canción_almas_cantar_vivo vivo,"Mi galindita querida, te vaya a irte a lavar los tajo no más. Corazóncito mío. Como le iba diciendo, chiquillo, las emociones realmente no se pueden no se pueden sujetar, ¿me entiendes? Nuevamente, caro, muchas gracias, muchas gracias, muchas gracias. ¿Qué pasaron? Y ahora para despedirme de la quinta Vergara de este público tan cariñoso, quiero cantarles la canción que ustedes quieran. No, pues si yo soy la 400. ¿Cómo me están pidiendo las gotitas si yo soy la guasodiente? No, po. Lo que yo podría cantarles es la canción preciosa que puede ser la de Ester Felli. Sí. La de la señora Ester Felli. Listo, maestro, la canción de la señora Ester Felli con Don Sergio.",1_canción_almas_cantar_vivo vivo,1
92,20,20,0.19817980775155,20,Edmundo Arrocet,1978,1970,8,8_anthony_amas_your_you,"El verso y traidor, van a más de las piñas, me gritan por borrachos los brocas del barrio, allá en la población. Para más de las piñas, me gritan por borrachos los cabrones del bloque, allá en la población. La pobre guasordiente de reza la nimita, de aquella virgentina que está en los valletones, pidiéndole clemencia por mi alma pegadora, que no hay sin destino, ya se en el dolor. Pidiéndole clemencia por mi alma pecadora, que son de que me quiero. Pidiéndole buenas cuatro dientes. ¿Para qué te casaste, perico? ¿No vi que la embarraste? Te había agarrado te iba pescarte te iba agarraste chachándote ahí, perica. La pobre cuatro dientes le resta la animita. De aquella virgencita que está y los valedores, pidiendo clemencia por mi alma pegadora, que todo es sin destino, su afligida del dolor. Pidiendo clemencia por mi alma pegadora, que todo es sin destino, su afligida del dolor. Que te van a fusilar. Ah, pues de pelado me van a fusilar, amigo. Que te van a condenar. Claro, no me van a condenar. Que te van a fusilar. Te han callado. Mejor me he hecho a",20_hermana_fea_curado_marihuana,1
96,6,6,0.1190041089226692,6,Edmundo Arrocet,1978,1970,6,6_quinta_vergara_público_quinta vergara,"aquí, no pasa nada, ¿eh? Eso. El aplauso estuvo de gusto. Sigo yo caminando, sigo yo caminando, voy pasando por un famoso café que hay en Santiago, me meto al café y le digo: ""Uno para Platón."" Uno para Platón y sale Fernandito chiquitita, sí, pequeñita, sí, Fernandito cantando esa canción que dice: ""Un día de tu casa se me llevó. Había alejado la universidad. Como un pitillo a medio terminar su carrera se quemó. Siempre pedía un café para Platón y unas monedas para locomoción. No tenía nada y valía más que yo porque él... Dime mi amigo en este lugar del mundo te hallará tomando un café con tu aplastón. Yo sé bien que tú estarás hablando de la paz de la paz. Dime... Yo sé bien que tú estarás hablando de la paz del amor.""",6_quinta_vergara_público_quinta vergara,1
99,8,8,1.0,8,Edmundo Arrocet,1978,1970,8,8_anthony_amas_your_you,"Para ser así. Así no más. Porque mi amor tu amor es bien. Porque él siempre te he llevado a flor de pie. Por eso sí tantas cosas que van haciendo toda una vida. Por eso me tallas tuyo con que amanece todos mis días. Por eso silencio a ti con que tu calma todas mis vidas. Por eso y por mucho más que difícil ver cuando tú no estás. Por eso y por mucho más nunca encontraré un amor igual. Muchas gracias, muy amable, muchas gracias.",8_anthony_amas_your_you,1
100,8,8,1.0,8,Edmundo Arrocet,1978,1970,8,8_anthony_amas_your_you,"Cuídate de mi vida, que no golpiste. Por bien que con el alma destrozada, por bien que con la ilusión, te habéis perdido mi amor y en un charco de sangre la encontré. Fuiste, fuiste, fuiste, chagar de mi cariño, por vida te más pasa, por vida que te ruego, por vida que te pido, que yo te olvidé.",8_anthony_amas_your_you,1
101,2,2,1.0,2,Edmundo Arrocet,1978,1970,2,2_chiste_programa_hoy hoy_chistes,"Oiga, una pifiadita para echar una confianza nueva, a ver. Ay, sí que sí. Ay, sí que sí. Oiga, fíjese que el Albert Hammond, aló, aló, el Albert Hammond, el andaba más genio el Albert Hammond el otro día, ¿se acuerda usted? Y fíjese que ¿Cómo estaría el Albert genio que la primera canción que cantó fue frío, frío, frío, después andamos en el ascensor, nos subimos, además, aparte Albert Hammond anda piti ciego. Porque fíjese que había un lolo el otro día en el ascensor, se sube el Albert Hammond, lo queda mirando por detrás lolo con la terrible peluca, lo mira y le dice, ""Eres toda una mujer."" ¿Qué me hace? Ahí o o una pifiaita para echar con piñata. Guatón, no se te ocurra encender la luz esta noche, ¿ah? Mira que la embarrás. Yo Ya, poguetón, apaga la luz. Ay, sí. Yo le iré a contar Yo le iré a contar, esto pasó en México, llega un mexicano",2_chiste_programa_hoy hoy_chistes,1
103,1,1,0.1916187422765478,1,Edmundo Arrocet,1978,1970,1,1_canción_almas_cantar_vivo vivo,"ha nacido todavía, ha pasado mucho tiempo el bigote se está más viejo y vamos a cantar una pequeña canción que es una pequeña historia a veces hasta de la vida real. Vamos a subir este micrófono y vamos a cantar esta pequeña canción que se la dedico con todo cariño a muchos y a todos de todo corazón. Hola. Escucha, mamá",1_canción_almas_cantar_vivo vivo,1
