segment_row_idx,n_topics_above_threshold,probability_mass_above_threshold,top1_topic_id,top1_topic_name,top1_p_topic,top2_topic_id,top2_topic_name,top2_p_topic,show,year,decade,topic_final,topic_name_final,text_preview,topic_prob_gap_top1_top2
2855,2,0.2822141458131192,28,Presidencia,0.1422566081867571,0.0,Chilenidad,0.1399575376263621,"Juan Luis ""Jajá"" Calderón",2017,2010,0,Chilenidad,"Y esto, por ejemplo, tuvo que pasar un terremoto del 2010 para saber lo que era la ONEMI. ONEMI, organízate, no, espera Espérate mañana, igual, o nene, igual. Y",0.0022990705603949946
2329,2,0.2818560363166869,0,Chilenidad,0.142166667017224,28.0,Presidencia,0.1396893692994629,Edo Caroe,2016,2010,0,Chilenidad,"Entonces, nosotros necesitamos una O'Reily decente para este país. Porque en este país hay tragedias importantes cada 2 meses. A mi abuela, el terremoto la pidi",0.00247729771776109
492,2,0.5253025548937478,0,Chilenidad,0.3859520977354051,28.0,Presidencia,0.1393504571583426,Dino Gordillo,1997,1990,0,Chilenidad,"Sí hemos tenido de todo hoy y no solo esa cuestión, hemos vivido en este país. El año pasado tuvimos cosas tan lindas hasta la reunión cumbre. Todos los preside",0.24660164057706252
2653,2,0.2901193781671469,0,Chilenidad,0.150992649293478,28.0,Presidencia,0.1391267288736689,Juan Pablo López,2017,2010,0,Chilenidad,"Habiendo tanta necesidad en este país, las fuerzas armadas han gastado más de 12.000 millones de dólares en armamento el último año. ¿Me escucharon bien? 12.000",0.011865920419809106
2054,2,0.3461959424235167,28,Presidencia,0.2075900337275088,0.0,Chilenidad,0.1386059086960079,Payahop,2014,2010,0,Chilenidad,"No, si hubiera la verdad, nos deberían asistir la frontera, ¿sí o no? Sí, nos deberían asistir la frontera para poder traficar tranquilo.",0.06898412503150092
2659,2,0.4721546949769035,0,Chilenidad,0.3344428909972378,28.0,Presidencia,0.1377118039796657,Juan Pablo López,2017,2010,0,Chilenidad,"Somos el único país en Sudamérica que está invirtiendo en armamento. Ningún país en Sudamérica está invirtiendo tanto en armamento. ¿Ustedes creen que Perú, Bol",0.19673108701757208
2611,2,0.2953997462904058,0,Chilenidad,0.1577860707136956,28.0,Presidencia,0.1376136755767102,Ricardo Meruane,2016,2010,0,Chilenidad,"Oye, hace 6 años exactamente, en un día como hoy, tuvimos una de las catástrofes más grandes que ha tenido Chile, huevón: el terremoto y maremoto. Ahora, hay un",0.020172395136985405
4182,2,0.297653093661917,28,Presidencia,0.160277513157148,0.0,Chilenidad,0.137375580504769,Pedro Ruminot,2025,2020,0,Chilenidad,"¿Y quién vio todo? El guardia. Y no hay nadie que se crea más la raja en Chile que el guardia. Están los carabineros, la PDI, la Fuerza Armada, la Fuerza Aérea,",0.022901932652378998
4191,2,0.3145298125279834,28,Presidencia,0.1771542650231686,0.0,Chilenidad,0.1373755475048148,Pedro Ruminot,2025,2020,0,Chilenidad,"Me cargaría de vivir en un país desarrollado. Qué fome, sin portonazo. ¡Bu! ¿Qué haría el CEPU sin esa huevada? No, pues entretenido, divertido. Las noticias en",0.03977871751835382
2559,2,0.5071815154208759,0,Chilenidad,0.3711618538255724,28.0,Presidencia,0.1360196615953035,Los Locos del Humor,2016,2010,0,Chilenidad,"Mira, yo creo que el presidente está enojado con los chilenos. Porque tenemos más peruanos que ellos, po. «Déjate de ser imbécil». Mira, lo que pasa es que esos",0.2351421922302689
3742,2,0.2972591874137922,0,Chilenidad,0.1627889833722239,28.0,Presidencia,0.1344702040415683,Fabrizio Copano,2023,2020,0,Chilenidad,"Ahora lo que sí les quería contar es que durante la pandemia nació mi hijo, yo quería traerlo a Chile, pero no sé si se acuerdan, pero cerraron la frontera para",0.028318779330655602
3497,2,0.28614587541327663,27,Edad,0.1517438478292709,21.0,Abuelos,0.1344020275840057,"Paul Vásquez ""El Flaco""",2020,2020,21,Abuelos,"Es natural. El pedo es lo más natural. Mira, Vamos a hacer un ejercicio. Vamos a hacer un ejercicio. La persona que jamás nunca se haya excedido un pedo que se ",0.017341820245265177
3754,2,0.30249513619422663,28,Presidencia,0.1684782797436952,9.0,Política,0.1340168564505314,Fabrizio Copano,2023,2020,28,Presidencia,"Ahora lo que sí, hablemos... Hablemos... Hablemos del Boris. ¿Quieren hablar del Boris? Ya entremos en tema. Entremos en tema. Tanto miedo hablar de... Hablemos",0.03446142329316379
2182,2,0.5129460594352149,0,Chilenidad,0.3790033971813599,28.0,Presidencia,0.133942662253855,León Murillo,2015,2010,0,Chilenidad,"Y así vive uno, como vivimos todos, pidiendo plata prestada. Porque ¿qué le queda a uno? no? Gracias, chiquilla. ¿Qué le queda a uno como como mero chileno comú",0.24506073492750488
2516,2,0.2793020607763131,28,Presidencia,0.1490925406230943,0.0,Chilenidad,0.1302095201532188,Pedro Ruminot,2016,2010,0,Chilenidad,"Tenemos tantas tragedias y por eso dan tantas noticias. Hay un terremoto y lo primero que hacemos es asegurar la tele, ¿para qué? Para ver las noticias, «¿dónde",0.0188830204698755
2896,2,0.387831855338893,0,Chilenidad,0.2587302311731085,28.0,Presidencia,0.1291016241657845,"Juan Luis ""Jajá"" Calderón",2017,2010,0,Chilenidad,"Como ustedes saben, el 2012 se hablaba mucho del fin del mundo y muchos cuestionaron por qué no llegó el fin del mundo. Lo que pasa es que en la ONU hicieron un",0.129628607007324
3857,2,0.287111034243019,12,Reggaeton,0.1605045497410381,29.0,Personajes,0.1266064845019809,Luis Slimming,2024,2020,29,Personajes,"Oye, Miguelito, que nos tenía todo engañados, huevón, nunca fue un niño. Era un viejo califa nomás, huevón. No, se me cayó Miguelito, huevón, de aquí a acá. Ah,",0.033898065239057196
2252,2,0.4124244791719225,0,Chilenidad,0.2864259624798508,28.0,Presidencia,0.1259985166920717,Arturo Ruiz-Tagle,2015,2010,0,Chilenidad,"¿Algún argentino aquí? Güey, vamos esos hueones. Esa es una actitud xenófoba. Reírse de la inferioridad de nuestros vecinos. ¿Algún peruano? Ah, no, no. ¿Sabés ",0.1604274457877791
3529,2,0.2493544324821005,28,Presidencia,0.1254298061047338,0.0,Chilenidad,0.1239246263773667,Pedro Ruminot,2020,2020,0,Chilenidad,El otro día decía que teníamos uno de los mejores sistemas de salud del planeta. ¿Cómo vamos a tener el mejor sistema de salud del planeta? ¿Cómo nadie en ese m,0.0015051797273671064
3743,2,0.42255975476642527,0,Chilenidad,0.298830738970455,28.0,Presidencia,0.1237290157959703,Fabrizio Copano,2023,2020,0,Chilenidad,"Igual pensé, estamos en Chile, obvio que hay una forma de hacer esta wea a la mala igual, ¿no? Obvio, ¿no? Tiene que haber una forma de hacer esta wea a la mala",0.1751017231744847
786,2,0.4230322015996758,0,Chilenidad,0.2999004365527418,28.0,Presidencia,0.123131765046934,Álvaro Salas,2000,2000,0,Chilenidad,En Cuba el gobierno prohibió estrictamente la práctica del basketball. Dicen que en cada bote se arrancan como cuatro o cinco.,0.17676867150580777
3104,2,0.2917549925948067,12,Reggaeton,0.1703014022944877,29.0,Personajes,0.121453590300319,Stefan Kramer,2018,2010,12,Reggaeton,"Chicos, eh, algo hay de acierto en aquella frase, eh, hoy el animador se despide. Porque tenía un llamado muy importante, muy valioso de la música, así que hoy ",0.0488478119941687
3667,2,0.2892418581879287,12,Reggaeton,0.1682227369755396,29.0,Personajes,0.1210191212123891,Diego Urrutia,2023,2020,12,Reggaeton,"Quiero que hagamos algo bonito en Viña, quiero que prendamos los celulares, que prenda la bombilla, qué serie, ¿pueden entenderlo? Y hagámoslo mejor aún. Hagámo",0.047203615763150505
2381,2,0.40141753020134796,0,Chilenidad,0.2806529851367814,28.0,Presidencia,0.1207645450645666,Rodrigo González,2016,2010,0,Chilenidad,"Sí, sí, sí. Y porque Chile está en crisis. Siempre hemos estado en crisis. Ahora es crisis política, económica, religiosa, climática, pues, huevón. Ahora el cli",0.15988844007221478
2589,2,0.2825569468133945,28,Presidencia,0.1623835187668799,9.0,Política,0.1201734280465146,Ricardo Meruane,2016,2010,28,Presidencia,"Ahora, se ha hablado mucho de Jadue y todo esto, pero vamos a profundizar un poco. Muchas gracias. Oye, fíjense bien, ¿ah? Ahora, podríamos... vamos a profundiz",0.0422100907203653
3913,2,0.36170107658342643,28,Presidencia,0.2418069361917072,0.0,Chilenidad,0.1198941403917192,Sergio Freire,2024,2020,28,Presidencia,"Mi primera propuesta es en materia de educación. Propongo eliminar el pronombre personal vosotros. Nunca lo hemos ocupado. Nunca lo hemos ocupado. Yo, tú, él, n",0.12191279579998801
2713,2,0.3486579125031601,0,Chilenidad,0.2289400621843292,28.0,Presidencia,0.1197178503188309,"Daniela ""Chiqui"" Aguayo",2017,2010,28,Presidencia,"¿Ustedes sabían, público de Viña del Mar, que los países tienen signo? Qué ignorancia. No, de verdad, ¿qué es lo que celebramos el 18 de septiembre? El cumpleañ",0.10922221186549828
4006,2,0.41168569258004784,0,Chilenidad,0.2926362784426471,28.0,Presidencia,0.1190494141374007,"Daniela ""Chiqui"" Aguayo",2025,2020,0,Chilenidad,"¿Y qué es lo que hace un chileno en casa terremoto? Un chileno corre a agarrar el celular, porque es lo que es ¿Qué es lo que quiere un chileno? Grabar la trage",0.17358686430524642
2528,2,0.399799652801078,0,Chilenidad,0.2809257560131,28.0,Presidencia,0.118873896787978,Pedro Ruminot,2016,2010,0,Chilenidad,"¡Oh! Chile tiene tantas tragedias: volcanes, terremotos, maremotos, tsunami, eh... la tragedia de Juan Fernández, 33 mineros atrapados debajo de la tierra, Piñe",0.162051859225122
3989,2,0.4708254796844984,0,Chilenidad,0.3519965938079341,28.0,Presidencia,0.1188288858765643,George Harris,2025,2020,0,Chilenidad,"Nosotros no sabemos reaccionar ante los sismos. Tanto así que siempre, por ejemplo, aquí en Chile, yo lo veo con mis hermanos venezolanos que viven aquí y los v",0.23316770793136976
2619,2,0.4176265589858454,0,Chilenidad,0.2988182369224121,28.0,Presidencia,0.1188083220634333,Juan Pablo López,2017,2010,0,Chilenidad,"Ya antes de comenzar, es imposible no hacerse cargo de todos los problemas que estamos viviendo con los incendios forestales. Es difícil hacer humor frente a es",0.18000991485897883
3286,2,0.39814027383124667,0,Chilenidad,0.2796675990334659,28.0,Presidencia,0.1184726747977808,Mauricio Palma,2019,2010,0,Chilenidad,"Y la pregunta es con todos los tsunamis, los marepotos, los volcanes, huevón, los incendios, el Congreso, las Isapres, todas esas desgracias naturales o natural",0.1611949242356851
2053,2,0.41801587791135253,0,Chilenidad,0.2995454600738014,28.0,Presidencia,0.1184704178375511,Payahop,2014,2010,0,Chilenidad,"No deberíamos pelear por el mar, si el mar no es de los chilenos ni de los peruanos. Es de los pescaditos. Pero de los pescados chilenos, sí, ah. Mentira, huevó",0.1810750422362503
2365,2,0.298895346136579,0,Chilenidad,0.180775344456892,28.0,Presidencia,0.118120001679687,Edo Caroe,2016,2010,16,Religión,"Entonces, de hecho creo que la iglesia está está gestionando con Dios que el día del juicio final se hagan tribunales de Chile, weón, porque acá los juicios son",0.062655342777205
2667,2,0.30226783207914965,0,Chilenidad,0.1851876866385936,28.0,Presidencia,0.117080145440556,Juan Pablo López,2017,2010,0,Chilenidad,¿Y qué hace el domingo el soldado chileno? ¿Qué hace el domingo? ¿Se levanta a limpiar las canaletas? No. No ve que tiene depresión. ¿Cómo tiene que volver a la,0.06810754119803761
3433,2,0.2514036758437645,21,Abuelos,0.1351823804152856,27.0,Edad,0.1162212954284789,Fusión Humor,2020,2020,21,Abuelos,"Como dice el viejo y conocido refrán, donde fuego hubo volados quedan. Cenizas quedan. Cuando no lo apagáis bien, sí, eh, por eso de esa hora a ahora. Claro que",0.01896108498680671
3732,2,0.280670232491486,20,Boleros,0.1646305653318336,25.0,Pegados,0.1160396671596524,Rodrigo Villegas,2023,2020,20,Boleros,"Muchas gracias. Un consejo. Si alguien tiene algún amigo que escriba canciones, que haga poemas, no le cuenten nada. Son sapos. Yo los ¿Qué perro? Anoche estuve",0.04859089817218119
2590,2,0.3338023194373766,0,Chilenidad,0.218064215793598,28.0,Presidencia,0.1157381036437786,Ricardo Meruane,2016,2010,0,Chilenidad,"Bueno, chiquillo, pero como le decía yo, ¿alguien se ha preguntado cómo vivimos en el Chile actual, huevón? Yo lo comparo a cuando salíamos a recreo en el coleg",0.1023261121498194
3275,2,0.3149428909729512,0,Chilenidad,0.1997016389083203,28.0,Presidencia,0.1152412520646309,Mauricio Palma,2019,2010,0,Chilenidad,"Miren, chiquillos, Chile es bacán. Piensen una huevada normal, que le podría pasar a cualquier chileno normal, un día normal, una huevada normal, así hueando no",0.0844603868436894
2246,2,0.36649321199085266,0,Chilenidad,0.2522006350744271,28.0,Presidencia,0.1142925769164256,Arturo Ruiz-Tagle,2015,2010,0,Chilenidad,"No me acuerdo, el año 2004 estaba George Bush en Chile, yo dije que los gringos habían atacado a los iraquíes porque... Los gringos sabían que los iraquíes tení",0.1379080581580015
4233,2,0.3868399495436018,0,Chilenidad,0.2726217668922243,28.0,Presidencia,0.1142181826513775,Pedro Ruminot,2025,2020,0,Chilenidad,"Ven Bretón, no he oído eso, no es chileno, él juega en Inglaterra. Él vive en Inglaterra. Él creció en Inglaterra. Él nunca ha cachado como es el fútbol chileno",0.15840358424084677
2665,2,0.309875045072385,0,Chilenidad,0.1957857745443831,28.0,Presidencia,0.1140892705280019,Juan Pablo López,2017,2010,0,Chilenidad,"Bueno, los gringos entran en la fuerza armada y los compadres no salen más, no salen más. Le dan un día libre, ¿qué hacen? Se van a chupar a los bares. Dicen qu",0.08169650401638119
493,2,0.3877539690265065,0,Chilenidad,0.2738547552958695,28.0,Presidencia,0.113899213730637,Dino Gordillo,1997,1990,0,Chilenidad,"Yo digo esto porque no hay cosas que uno no las entiende, dice que llamaron así al al al jefe de de todos los jefes y y lo pescaron y y por qué se acabaron esto",0.1599555415652325
142,2,0.2309280373878011,12,Reggaeton,0.1172010287842836,29.0,Personajes,0.1137270086035175,Pujillay,1990,1990,12,Reggaeton,"Conversación escuchada en la oficina del Festival de la Canción. Don Carlos, así que me andaba tratando de ubicar. Oiga, lindo el numerito que me trajo, ¿ah? Oi",0.003474020180766091
2949,2,0.3503291140089416,0,Chilenidad,0.2366094530560041,28.0,Presidencia,0.1137196609529375,Fabrizio Copano,2017,2010,0,Chilenidad,"Otra vez que pasa en los colegios chilenos es que estos libros Santillana, han cacho esos libros son carísimos. Entonces, lo que hace mi familia es que mi mamá ",0.12288979210306658
2265,2,0.3587317191854495,0,Chilenidad,0.2455816954376189,28.0,Presidencia,0.1131500237478306,Arturo Ruiz-Tagle,2015,2010,0,Chilenidad,"Distinta es la cocaína, que es la caza del diablo, el polvo del infierno. Que para que llegue la cocaína a Chile tiene que venir alguien que cruza la frontera. ",0.1324316716897883
2594,2,0.3868346066846316,0,Chilenidad,0.2738257103456556,28.0,Presidencia,0.113008896338976,Ricardo Meruane,2016,2010,0,Chilenidad,"Puta, si aquí en Chile, ¿ustedes han escuchado esa letra chica que leen al final de los que prestan plata, las financieras? Esa letra que dice: «Las ganancias s",0.16081681400667963
3944,2,0.4827665058077075,0,Chilenidad,0.3700785748069974,28.0,Presidencia,0.1126879310007101,Sergio Freire,2024,2020,0,Chilenidad,"Bueno, a ver, déjame pensar, si no te gustan nuestros proyectos inmobiliarios, te pueden gustar nuestros proyectos de autopista. A ver, hábleme de eso. Mira, no",0.2573906438062873
2191,2,0.3986110557137988,0,Chilenidad,0.2861102170989558,28.0,Presidencia,0.112500838614843,León Murillo,2015,2010,0,Chilenidad,"Afortunadamente, afortunadamente les salió gente al camino a este negocio millonario que nos mantiene enfermo de la farmacéutica la marihuana. Saca prende y sor",0.1736093784841128
3292,2,0.2251124776537256,0,Chilenidad,0.1131592451684989,28.0,Presidencia,0.1119532324852267,Mauricio Palma,2019,2010,0,Chilenidad,"Ay que ahí hay una duvidididididad. Somos solidarios y eso se puede ver en una huevada normal, que le paso en chileno normal, un día normal, cualquier huevada n",0.0012060126832721951
2947,2,0.34763149449217967,0,Chilenidad,0.235771713050201,28.0,Presidencia,0.1118597814419787,Fabrizio Copano,2017,2010,0,Chilenidad,"Como todo chileno fui a un colegio como la hueá, como todo chileno. Y como todo colegio chileno que es lo más como la hueá, la enfermería, ¿cachaban la enfermer",0.12391193160822231
3274,2,0.4563785391001299,0,Chilenidad,0.3468484280789046,28.0,Presidencia,0.1095301110212253,Mauricio Palma,2019,2010,0,Chilenidad,"Porque si tú te ponías a pensar, ¿cuál es la cosa más peligrosa que hay en Chile? La araña de rincón. Mira la huevada, un auto que dice: «Oh, ahí viene la cosa ",0.2373183170576793
2983,2,0.4410119224458482,0,Chilenidad,0.3315508708979564,28.0,Presidencia,0.1094610515478918,Fabrizio Copano,2017,2010,0,Chilenidad,"Y esto pasa, y esto pasa, porque a veces en Chile, a veces en Chile nosotros mismos no nos organizamos y nos empezamos a traicionar. Y esto voy a dar un ejemplo",0.22208981935006455
851,2,0.39420839748764136,0,Chilenidad,0.2848503064489445,28.0,Presidencia,0.1093580910386969,Coco Legrand,2000,2000,0,Chilenidad,"Oye, el Alan García le robó tanto al Perú que dejó a los cholos con el puro suspiro limeño.",0.1754922154102476
2312,2,0.2594425009214066,5,Matrimonio,0.1503797082012402,18.0,Intimidad,0.1090627927201664,Edo Caroe,2016,2010,3,Sexos,"No. Lo que pasa que mi mujer es pésima manejando. Mi mujer maneja muy mal. Siempre nos llegan partes a la casa. Ayer, por ejemplo, nos llegó un brazo.",0.04131691548107379
183,2,0.3332674364645052,0,Chilenidad,0.224748806622332,28.0,Presidencia,0.1085186298421732,Palta Meléndez,1991,1990,0,Chilenidad,"Ese 5 de octubre cuando todos los chilenos fuimos a votar en la mañana y en la tarde estábamos esperando los resultados, ¿se acuerdan? Que estábamos en otra así",0.11623017678015879
2326,2,0.4473260886004989,0,Chilenidad,0.3393619356439447,28.0,Presidencia,0.1079641529565542,Edo Caroe,2016,2010,0,Chilenidad,"Entonces, Gramsci definía la crisis como aquel momento en que lo que tiene que morir no ha muerto y lo que tiene que nacer no ha nacido todavía. Bajo esa premis",0.23139778268739047
2650,2,0.3655946802359254,0,Chilenidad,0.2578127155631167,28.0,Presidencia,0.1077819646728087,Juan Pablo López,2017,2010,0,Chilenidad,"Por ejemplo, Malala. Premio Nobel de la Paz. Una niña de tan solo 17 años fue capaz de decir: «Un niño, un profesor, un libro y un lápiz pueden cambiar el mundo",0.15003075089030798
2652,2,0.3557225316718718,0,Chilenidad,0.2480101763047692,28.0,Presidencia,0.1077123553671026,Juan Pablo López,2017,2010,0,Chilenidad,"Más encima se arreglan los bigotes. Eso es lo que me da rabia, se arreglan los bigotes, un solo cabo del ejército. Se robó 2400 millones de pesos para ir a juga",0.14029782093766663
767,2,0.4157738667586146,0,Chilenidad,0.3093963982535684,28.0,Presidencia,0.1063774685050462,Álvaro Salas,2000,2000,0,Chilenidad,"Oiga, avión, vuelo comercial chileno. Ahora en Chile la deuda... lo mismo se han dado cuenta; antes en competencia uno se suda cualquiera, lo mismo. Y uno se ba",0.2030189297485222
