segment_row_idx,n_topics_above_threshold,probability_mass_above_threshold,top1_topic_id,top1_topic_name,top1_p_topic,top2_topic_id,top2_topic_name,top2_p_topic,show,year,decade,topic_final,topic_name_final,text_preview,topic_prob_gap_top1_top2
2866,2,0.3416336853844158,23,23_amante_marido_mujer_matrimonio,0.1967031762631294,15.0,15_hombres_mujeres_mujer_hombre,0.1449305091212864,Juan Pablo López,2017,2010,5,5_colegio_niños_papá_hijo,"sin ni uno, pero con reparación profunda el huevón, ¿eh? No, sin putas partidas. Porque la mujer puede ganar menos que el hombre, incluso por la misma pega. Per",0.051772667141842976
2446,2,0.3227896317156481,15,15_hombres_mujeres_mujer_hombre,0.181835935262709,23.0,23_amante_marido_mujer_matrimonio,0.1409536964529391,Centella,2015,2010,15,15_hombres_mujeres_mujer_hombre,"que yo hoy día quiero mostrar lo contrario. Y es cierto que las chiquillas van a acompañar. Ella me dice una Eh, yo voy a ir al baño. Uy, yo también. Espérame, ",0.040882238809769905
2505,2,0.2944468538171531,23,23_amante_marido_mujer_matrimonio,0.1542787950287151,15.0,15_hombres_mujeres_mujer_hombre,0.140168058788438,León Murillo,2015,2010,15,15_hombres_mujeres_mujer_hombre,las cosas. Porque yo creo que ese es el principal error que comete uno cuando te vas a vivir en pareja. Empezar a exigirle a tu pareja que se comporte como ni q,0.014110736240277116
3365,2,0.27033231017283266,23,23_amante_marido_mujer_matrimonio,0.1351706070685487,7.0,7_vieja_suegra_abuela_abuelita,0.135161703104284,Alejandra Azcárate,2018,2010,15,15_hombres_mujeres_mujer_hombre,"¿Pero por qué el papá espera un hombre? Si uno lo analiza, podría ser por una identificación de género más que natural, por conservar un legado, una tradición d",8.903964264700415e-06
3188,2,0.29687023836400583,23,23_amante_marido_mujer_matrimonio,0.1626642010148418,15.0,15_hombres_mujeres_mujer_hombre,0.134206037349164,Bombo Fica,2018,2010,15,15_hombres_mujeres_mujer_hombre,"empieza a inventar cuestiones y no se acuerda y eso también lo vamos a analizar porque está todo incluido de hecho las 15 lucas, así que le vamos a pedir a los ",0.0284581636656778
2969,2,0.3326368147391484,23,23_amante_marido_mujer_matrimonio,0.2019064117969831,15.0,15_hombres_mujeres_mujer_hombre,0.1307304029421653,"Carlos ""El Mono"" Sánchez",2017,2010,26,26_celular_pegado_teléfono_whatsapp,"para acá, que para pararse frente al monstruo hay que ser valiente. Sí. Pero le voy a decir, ""Señoras, ¿qué es ser valiente?"" Ser valiente es darle la clave del",0.07117600885481778
3366,2,0.2653630161422052,7,7_vieja_suegra_abuela_abuelita,0.1354114454353923,23.0,23_amante_marido_mujer_matrimonio,0.1299515707068129,Alejandra Azcárate,2018,2010,15,15_hombres_mujeres_mujer_hombre,"Al principio uno al hombre le saca invitaciones y alegría, después compromiso y cría, más adelante uno le saca plata, ya al final uno lo saca al sol. En el caso",0.005459874728579395
932,2,0.30221150341643577,24,24_amor_dije_pa_pa pa,0.1833352955701477,27.0,27_soltera_bebé_arturo vidal_tinder,0.1188762078462881,Memo Bunke,2000,2000,24,24_amor_dije_pa_pa pa,"mejor, las mujeres no me faltan."" ¿A dónde la viste? Me dijo: ""Llegaste solo"". Igual que a che que había comunicación. Cuando hay comunicación lo que uno quiere",0.06445908772385958
2306,2,0.3385692301841098,27,27_soltera_bebé_arturo vidal_tinder,0.22618626517869,25.0,25_bailar_fiesta_bailemos_baile,0.1123829650054198,Gigi Martin,2014,2010,25,25_bailar_fiesta_bailemos_baile,"la huevada así. Y siempre la vista abajo, ah, siempre te mirás y le apuntás los zapatos y los tacos, ahí no va. Ahí. Por una falta de personalidad, por la cabez",0.1138033001732702
3789,2,0.2257718741054632,16,16_comida_comer_dieta_mamá,0.1170718502246198,11.0,11_hijos_mamá_papá_hijo,0.1087000238808434,Pamela Leiva,2023,2020,11,11_hijos_mamá_papá_hijo,Porque mi hermana mi hermana repitió la misma historia de mi mamá y tiene dos hijas también por de distinto papá. Entonces en mi casa tenemos todos apellidos di,0.008371826343776395
3356,2,0.27830531359373356,24,24_amor_dije_pa_pa pa,0.1718385822678007,27.0,27_soltera_bebé_arturo vidal_tinder,0.1064667313259329,Alison Mandel,2018,2010,2,2_chiste_programa_hoy hoy_chistes,"sentimos que estamos más bonitas. Es como, ""Bueno, hoy día desperté muy bonita."" Salí de la casa, iba caminando sin minísima y él venía caminando de lejos mirán",0.06537185094186779
3082,2,0.3867301933483204,27,27_soltera_bebé_arturo vidal_tinder,0.2823298606345337,25.0,25_bailar_fiesta_bailemos_baile,0.1044003327137867,Rodrigo Villegas,2017,2010,27,27_soltera_bebé_arturo vidal_tinder,"Pero con respeto, vamos que se puede, vamos que se puede. Que nadie esté los guatones, no tenemos éxito con las mujeres y ese silencio otorga. Yo voy, por ejemp",0.177929527920747
3844,2,0.2338318622603318,27,27_soltera_bebé_arturo vidal_tinder,0.1309185916549381,25.0,25_bailar_fiesta_bailemos_baile,0.1029132706053937,Diego Urrutia,2023,2020,23,23_amante_marido_mujer_matrimonio,"Ahora el fuerte grito de los hombres. ¿Por qué ocurre ese fenómeno? Hay cachado que siempre en los festivales dicen, ""Las mujeres, los hombres."" Como que te aga",0.02800532104954441
227,2,0.2630279731100781,29,29_reggaeton_calmado_dale_ten,0.1618901023260132,13.0,13_ay ay_salta salta_salta_ay,0.1011378707840649,Pujillay,1990,1990,29,29_reggaeton_calmado_dale_ten,"¿Cuánta semana se me va a tener que operar? Bueno, usted tendría que preguntarse al doctor, pero nosotros estamos pintando aquí. Bueno. Ahora sí. Aquí no es cue",0.060752231541948296
1926,2,0.3054436786521214,29,29_reggaeton_calmado_dale_ten,0.2044274571214457,13.0,13_ay ay_salta salta_salta_ay,0.1010162215306757,Dinamita Show,2012,2010,29,29_reggaeton_calmado_dale_ten,"Si quieren bailar, chicos, yo les voy a enseñar unos pasos para que vacilen acá en Piña del Mar y después inviten al jurado y se una manera nada que que el pozo",0.10341123559076999
1570,2,0.2083355141957898,11,11_hijos_mamá_papá_hijo,0.1078510194056029,16.0,16_comida_comer_dieta_mamá,0.1004844947901869,Álvaro Salas,2007,2000,11,11_hijos_mamá_papá_hijo,"Y repito balagüería al frente, pasa una niñita de 10 años. Y uno le dice al otro, ahora está vieja, pero vea, ha sido bien rica. Yo no sé a qué estaba jugando e",0.007366524615416009
1953,2,0.1987988876160578,24,24_amor_dije_pa_pa pa,0.0996137953453416,27.0,27_soltera_bebé_arturo vidal_tinder,0.0991850922707162,Zip-Zup,2012,2010,24,24_amor_dije_pa_pa pa,"página de Facebook, ha puesto que va a conchar amigo, puede conchar hasta por lolo, se puede hasta casar, acuérdese mandar una foto. Ya me dijo, ""Le voy a hacer",0.0004287030746253917
2545,2,0.38659694551930646,29,29_reggaeton_calmado_dale_ten,0.2876471090072373,25.0,25_bailar_fiesta_bailemos_baile,0.0989498365120692,Arturo Ruiz-Tagle,2015,2010,9,9_auto_dijo dijo_micro_carabineros,"Los cabros de ahora no bailan lento. ¿Y para qué, po? Si al primer reggaeton, ¡fa! Al muslo. Con esa letra, ""Esta noche va a ser mi señora, va a ser mi señora.""",0.18869727249516807
2720,2,0.2048236025312073,27,27_soltera_bebé_arturo vidal_tinder,0.1062263173576317,24.0,24_amor_dije_pa_pa pa,0.0985972851735756,Natalia Valdebenito,2016,2010,7,7_vieja_suegra_abuela_abuelita,"y estáis sola, ¿por qué estáis sola? A ver, a ver, si podemos conversar aquí. Yo quiero hacer una cosa, yo amo la diversidad, amo a todas mis gay, a todas mis l",0.007629032184056098
968,2,0.2218901395704227,7,7_vieja_suegra_abuela_abuelita,0.1236573217412653,23.0,23_amante_marido_mujer_matrimonio,0.0982328178291574,Coco Legrand,2000,2000,7,7_vieja_suegra_abuela_abuelita,"No, si no era tan buena la vieja mía para serte franco. No era para silbarla. La que iba mirando Dice, ""¿No te vas a vestir?"" Pues ¿por qué? ¿Cómo que por qué? ",0.025424503912107904
2971,2,0.2065949343435168,15,15_hombres_mujeres_mujer_hombre,0.1091658507024994,23.0,23_amante_marido_mujer_matrimonio,0.0974290836410174,"Carlos ""El Mono"" Sánchez",2017,2010,15,15_hombres_mujeres_mujer_hombre,"Muchas gracias. La valentía del macho, señora, que usted tiene en la casa, esa valentía de hombre que camina con usted en la mano, sacando pecho, sintiéndose mu",0.011736767061481995
2064,2,0.2121863960316658,10,10_maestro_hora hora_ruperto_hora,0.1148772882044637,2.0,2_chiste_programa_hoy hoy_chistes,0.0973091078272021,Hermógenes Conache,2013,2010,2,2_chiste_programa_hoy hoy_chistes,"buenas noches, muy amable y gracias. Ahora sí me voy feliz que voy a antorcha que me va a alumbrar estos destinos de mi familia ahí mío. Oiga. ¿Cómo? De nuevo. ",0.0175681803772616
2991,2,0.2501130246807446,25,25_bailar_fiesta_bailemos_baile,0.1554718042572624,29.0,29_reggaeton_calmado_dale_ten,0.0946412204234822,"Carlos ""El Mono"" Sánchez",2017,2010,25,25_bailar_fiesta_bailemos_baile,"bien parado el tipo, y ella le hizo... él la miró y le dijo: ""No me diga más, la operó el Dr. Rodríguez, ¿verdad?"". Y aprendimos a bailar para conquistarlas. Ap",0.06083058383378019
3170,2,0.2063258969224761,1,1_canción_almas_cantar_vivo vivo,0.1117668314586409,13.0,13_ay ay_salta salta_salta_ay,0.0945590654638352,Bombo Fica,2018,2010,1,1_canción_almas_cantar_vivo vivo,"Lo mismo digo yo, por favor, retírese, despéjeme el ambiente, por favor. Oiga, eh, que sea corto, sí, porque para no llamar a cara dinero, digo yo, no hay que Q",0.017207765994805696
3015,2,0.2246604659056718,5,5_colegio_niños_papá_hijo,0.1302457312297218,11.0,11_hijos_mamá_papá_hijo,0.09441473467595,"Juan Luis ""Jajá"" Calderón",2017,2010,5,5_colegio_niños_papá_hijo,"hueón y no le robaron el celular, qué alegría más grande. Cuando tenía 11 años, mi señora me dijo, ""Mira, Juan Luis, nuestra hija entra en una edad difícil y me",0.035830996553771796
3595,2,0.192877451518207,24,24_amor_dije_pa_pa pa,0.0986619521611497,23.0,23_amante_marido_mujer_matrimonio,0.0942154993570573,Ernesto Belloni,2020,2020,23,23_amante_marido_mujer_matrimonio,"un torrente y me y me me dio explicación, una reina. Una Es una mujer como para casarse con ella. Pero yo no puedo casarme con ella porque llevo 30 años casado.",0.004446452804092407
176,2,0.2391835394430404,1,1_canción_almas_cantar_vivo vivo,0.1454795401606477,13.0,13_ay ay_salta salta_salta_ay,0.0937039992823927,Hugo Varela,1989,1980,1,1_canción_almas_cantar_vivo vivo,"No, porque yo los escucho bárbaro a ustedes, ¿eh? Bueno, vamos es una canción que tiene un coro muy divertido que dice así el coro, ah les va a encantar este co",0.051775540878255005
638,2,0.193956680138742,10,10_maestro_hora hora_ruperto_hora,0.100343621562224,2.0,2_chiste_programa_hoy hoy_chistes,0.093613058576518,Jorge Pérez,1997,1990,2,2_chiste_programa_hoy hoy_chistes,"Y para despedirme, maestro Horacio Saavedra, yo quiero pedirle un favor: después de 15 años de trayectoria anónima, quiero desvestirme y transformarme en quién ",0.006730562985705998
46,2,0.2150878650340064,20,20_hermana_fea_curado_marihuana,0.1223652575668707,24.0,24_amor_dije_pa_pa pa,0.0927226074671357,Hugo Goodman,1974,1970,20,20_hermana_fea_curado_marihuana,"El otro día estaba tan borracho en una esquina, estaba cocido. Diciéndole piropos a todas las mujeres que pasaban. Pasó una monjita. El borracho, ¿cómo está? Le",0.02964265009973499
1281,2,0.2224941301743246,1,1_canción_almas_cantar_vivo vivo,0.1302478334453768,13.0,13_ay ay_salta salta_salta_ay,0.0922462967289478,Hugo Varela,2005,2000,1,1_canción_almas_cantar_vivo vivo,"Esto no lo tenemos que olvidar, ¿eh? ¿Sabes qué? Sé que claro, la gente cuando está ahí sentada lo ve al tipo que está acá, ¿no? Lo miran, pero uno de acá tambi",0.038001536716429
2690,2,0.1977983700607363,24,24_amor_dije_pa_pa pa,0.1059923845961381,23.0,23_amante_marido_mujer_matrimonio,0.0918059854645982,Natalia Valdebenito,2016,2010,11,11_hijos_mamá_papá_hijo,"está encontrando con mucho prejuicio, con mucha gente que te dice o que opina, el poto es mío y la gente opina, yo no entiendo. La cuestión es que en esta ola d",0.014186399131539906
782,2,0.18601481727496488,24,24_amor_dije_pa_pa pa,0.0944983897578931,23.0,23_amante_marido_mujer_matrimonio,0.0915164275170718,Dino Gordillo,1998,1990,23,23_amante_marido_mujer_matrimonio,"Paremos que si no no me van a pagar. Oye, llega el marido a la casa así y la señora estaba con el amante y apaga la luz. Apaga la luz. Muchísimas gracias. Llega",0.002981962240821298
2808,2,0.1863428612424033,12,12_perro_perrito_selva_lobo,0.094829176030605,24.0,24_amor_dije_pa_pa pa,0.0915136852117983,Los Locos del Humor,2016,2010,20,20_hermana_fea_curado_marihuana,"¿Por qué pasa eso? ¿Por qué pasa eso? Me van a disculpar, porque soy hueón. Siempre he sido hueón. Loco, ¿y por qué me eché el garabato? Porque me dais rabia. ¿",0.0033154908188067073
2243,2,0.1888071639726468,23,23_amante_marido_mujer_matrimonio,0.0973604969744951,15.0,15_hombres_mujeres_mujer_hombre,0.0914466669981517,Jorge Alís,2014,2010,15,15_hombres_mujeres_mujer_hombre,"le vaya bonito, chaíto'. Y agarré la plata. Y ustedes se dieron cuenta que el hombre... porque los hombres sufrimos esta historia de que las mujeres ganan más q",0.005913829976343404
1088,2,0.1848280882411297,24,24_amor_dije_pa_pa pa,0.0934139847583751,27.0,27_soltera_bebé_arturo vidal_tinder,0.0914141034827546,Millenium Show,2001,2000,5,5_colegio_niños_papá_hijo,"¿Dónde están ubicados? Aquí, mira: 1, 2, 3, 4. Dime los saltados. 1, 2, 3, 4. Siempre lo mismo, en todas partes es lo mismo, compadre, lo mismo. Deja el ridícul",0.0019998812756205075
3910,2,0.2327394655191662,11,11_hijos_mamá_papá_hijo,0.1419381292422135,16.0,16_comida_comer_dieta_mamá,0.0908013362769527,Belén Mora,2023,2020,11,11_hijos_mamá_papá_hijo,"Ay, ¿quién es mi papá? No sé. No me acuerdo. Que todo lo tengan que saber, Dios mío. Esa es la etapa de mamita. Después viene una nueva etapa de la maternidad, ",0.0511367929652608
461,2,0.2130271212122073,1,1_canción_almas_cantar_vivo vivo,0.1226735624354984,13.0,13_ay ay_salta salta_salta_ay,0.0903535587767089,Gloria Benavides,1995,1990,1,1_canción_almas_cantar_vivo vivo,"¿verdad? ¡Eso! Si quieres tener una ilusión y sentir feliz tu corazón, si estás en un color es lo mejor. Si tu corazón ya no puede bailar y tu voz ya no puede c",0.032320003658789495
348,2,0.213010378469906,13,13_ay ay_salta salta_salta_ay,0.1229134580549897,29.0,29_reggaeton_calmado_dale_ten,0.0900969204149163,Piña Colada,1993,1990,17,17_natalia_chiqui_alison_javiera,"¡Piña Colada! ¡Piña Colada! ¡Piña Colada! ¡Piña Colada! A ver la palma. ¡Piña Colada! ¡Anda! ¡Piña Colada! ¡Piña Colada! El negro de la población, Piña Colada. ",0.03281653764007339
654,2,0.1828594024213095,24,24_amor_dije_pa_pa pa,0.0931123398723696,23.0,23_amante_marido_mujer_matrimonio,0.0897470625489399,Palta Meléndez,1997,1990,7,7_vieja_suegra_abuela_abuelita,"a su esposa, pero en forma espectacular. Termina de hacerle el amor, se levanta y se parte del baño y dice, ""Qué buena onda."" le dice al amor a mi señora 3 días",0.0033652773234296995
2038,2,0.1849878216488195,24,24_amor_dije_pa_pa pa,0.0954154117549503,20.0,20_hermana_fea_curado_marihuana,0.0895724098938692,Hermógenes Conache,2013,2010,20,20_hermana_fea_curado_marihuana,"Comienzo hablando de mi familia, siempre mi hermana. Tengo una hermana fea, pero fea tan fea que cuando nació mi papá se castró. Fea, fea. En el barrio le dicen",0.005843001861081096
4297,2,0.2317564753573083,1,1_canción_almas_cantar_vivo vivo,0.1422118629498823,13.0,13_ay ay_salta salta_salta_ay,0.089544612407426,George Harris,2025,2020,1,1_canción_almas_cantar_vivo vivo,"Parecía que ellos ya eran una mujer disfrazada completica. Tú, por supuesto, le pedías una canción más alegre para que la vaina no fuera tan triste. Y ya para c",0.0526672505424563
1491,2,0.18072462740216982,24,24_amor_dije_pa_pa pa,0.0913836837046712,12.0,12_perro_perrito_selva_lobo,0.0893409436974986,Coco Legrand,2006,2000,20,20_hermana_fea_curado_marihuana,"¿Se acuerdan del cuento La ratita presumida? Que la rata era más casquivana que la mía, se le casó con con el burro, al final se comió a todos los animales de l",0.002042740007172597
4028,2,0.2106687840728983,24,24_amor_dije_pa_pa pa,0.1216508439746963,27.0,27_soltera_bebé_arturo vidal_tinder,0.089017940098202,Alison Mandel,2024,2020,27,27_soltera_bebé_arturo vidal_tinder,"Y aquí a mí me da rabia porque sabéis que era llegar y buscar, porque posiblemente su ex ya subió una foto con el nuevo huevón, etiquetándolo para cuando llegar",0.0326329038764943
2735,2,0.2515716698234559,2,2_chiste_programa_hoy hoy_chistes,0.1626340358481758,28.0,28_puta puta_noticias_puta_ta,0.0889376339752801,Pedro Ruminot,2016,2010,2,2_chiste_programa_hoy hoy_chistes,"me discriminaron. Y ustedes dirán, ""Pero cómo, si está acá."" Me discriminaron. ¿Vieron los comerciales del jueves 25? ¿Los vieron? Jueves 25 de febrero, Lionel ",0.0736964018728957
4137,2,0.2667242371119139,2,2_chiste_programa_hoy hoy_chistes,0.1778079956561442,28.0,28_puta puta_noticias_puta_ta,0.0889162414557697,Lucho Miranda,2024,2020,2,2_chiste_programa_hoy hoy_chistes,"no, Felipe Bello. No, mi referente es Luperto. Y yo tuve 8 minutos y no sé que 8 minutos, 8 minutos caleta. Y yo me hice muy conocido en redes sociales. Me hice",0.08889175420037448
3086,2,0.18629402234925052,23,23_amante_marido_mujer_matrimonio,0.0975162827695631,24.0,24_amor_dije_pa_pa pa,0.0887777395796874,Rodrigo Villegas,2017,2010,10,10_maestro_hora hora_ruperto_hora,"Ocho fueron, ocho. Fueron los mejores ocho segundos de su vida, no se olvidan nunca la mina. Después de esa gran performance nos acostamos en la camita, siempre",0.0087385431898757
4155,2,0.2627527306121765,2,2_chiste_programa_hoy hoy_chistes,0.1743547946251072,28.0,28_puta puta_noticias_puta_ta,0.0883979359870693,Lucho Miranda,2024,2020,2,2_chiste_programa_hoy hoy_chistes,"También lo otro que lo otro que se pensaba mucho, lo otro que se pensaba mucho es que la gente con discapacidad solamente se podía relacionar sexo efectivamente",0.0859568586380379
4082,2,0.43430610037515005,25,25_bailar_fiesta_bailemos_baile,0.3459735359713487,29.0,29_reggaeton_calmado_dale_ten,0.0883325644038013,Javiera Contador,2024,2020,25,25_bailar_fiesta_bailemos_baile,"Yo ñuño ñuño, me lo estoy sacando, no toque instrumento en el aire, pero yo te aplaudo para bailar y también es antiguo aplaudir. Every body. Yeah, yeah. Y por ",0.2576409715675474
403,2,0.2089187503581127,11,11_hijos_mamá_papá_hijo,0.1206174262867239,16.0,16_comida_comer_dieta_mamá,0.0883013240713888,"Jorge ""Chino"" Navarrete",1994,1990,18,18_doctor_farmacia_examen_consulta,"no habla de eso. Es que resulta que yo de la cuna salté a la cama de dos plazas al tío. Sí. Mi mamá me dio pecho hasta los 2 años, de ahí para adelante me dio l",0.032316102215335096
4031,2,0.238647692925627,24,24_amor_dije_pa_pa pa,0.1509810490474501,27.0,27_soltera_bebé_arturo vidal_tinder,0.0876666438781769,Alison Mandel,2024,2020,15,15_hombres_mujeres_mujer_hombre,"Pero sí quiero decir que lo amo, que me enamoré de él la primera vez que lo vi. O sea, yo sé que ustedes piensan al tiro obvio por su atractivo físico. No sé po",0.06331440516927321
624,2,0.2289823528020008,1,1_canción_almas_cantar_vivo vivo,0.1416185882524354,13.0,13_ay ay_salta salta_salta_ay,0.0873637645495654,Gilberto Gless,1997,1990,1,1_canción_almas_cantar_vivo vivo,"No los oigo. Más arriba, más fuerte, los de arriba no los oigo. Más fuerte quiero con ustedes, pero yo quiero que que baile que baile conmigo que baile. Eh. ¿Us",0.05425482370286999
4136,2,0.2670457213372811,2,2_chiste_programa_hoy hoy_chistes,0.1797184811287876,28.0,28_puta puta_noticias_puta_ta,0.0873272402084935,Lucho Miranda,2024,2020,2,2_chiste_programa_hoy hoy_chistes,"no me conocen, para estar por lo ácido. Me presento, me llamo Luchumianda, soy comediante y para la gente que no me conoce, eh no. No estoy curado. Tengo tengo ",0.0923912409202941
2117,2,0.2304620974142346,20,20_hermana_fea_curado_marihuana,0.1433805400224395,24.0,24_amor_dije_pa_pa pa,0.0870815573917951,Nancho Parra,2013,2010,20,20_hermana_fea_curado_marihuana,"No, a ver si me ayudan, dice. No, un momento. Lamentablemente, mi hermana un poco erótica. La población le decía la cinturón de seguridad, se subían el auto y s",0.056298982630644395
1117,2,0.3445953707145758,27,27_soltera_bebé_arturo vidal_tinder,0.257571939261829,23.0,23_amante_marido_mujer_matrimonio,0.0870234314527468,Arturo Ruiz-Tagle,2002,2000,15,15_hombres_mujeres_mujer_hombre,"Y una vez Y una vez estuve enamorado. Fui feliz. Tuve una mujer con la cual teníamos los mismos gustos. Me dejó por lo mismo. Le gustaba a las mujeres. Oye, mi ",0.17054850780908218
3913,2,0.2067340597304844,11,11_hijos_mamá_papá_hijo,0.1197321868266158,5.0,5_colegio_niños_papá_hijo,0.0870018729038686,Belén Mora,2023,2020,11,11_hijos_mamá_papá_hijo,Y acá hay varias. Y ahora estoy viviendo una nueva etapa de la maternidad. Soy madre de un adolescente. ¿Quiénes son madres o padres de adolescentes acá? Una ma,0.032730313922747195
2786,2,0.1831487655534261,27,27_soltera_bebé_arturo vidal_tinder,0.0965041905175294,23.0,23_amante_marido_mujer_matrimonio,0.0866445750358967,Los Locos del Humor,2016,2010,15,15_hombres_mujeres_mujer_hombre,"que está haciendo él acá es solamente un personaje. ¿Me entiendes, maricón? No, córtala. No, no, pare, me van a disculpar. La palabra maricón no existe. O sea, ",0.009859615481632694
4332,2,0.2563655043774531,11,11_hijos_mamá_papá_hijo,0.1698286239897387,16.0,16_comida_comer_dieta_mamá,0.0865368803877144,"Daniela ""Chiqui"" Aguayo",2025,2020,11,11_hijos_mamá_papá_hijo,"y una pareja de papá linda, pero linda, huevón, para ustedes lo vieran, ella linda, él lindo, el hijo lindo, huevón, son pero lindo, lindo. O sea, no me creo es",0.08329174360202429
1331,2,0.2564702344998791,10,10_maestro_hora hora_ruperto_hora,0.1703035986526662,2.0,2_chiste_programa_hoy hoy_chistes,0.0861666358472129,Felo,2005,2000,10,10_maestro_hora hora_ruperto_hora,No sabe que pasa realmente un gran gran momento. La quinta de pie de estudio Apelo.,0.0841369628054533
3446,2,0.2898076840014373,15,15_hombres_mujeres_mujer_hombre,0.2037222723277616,23.0,23_amante_marido_mujer_matrimonio,0.0860854116736757,Jani Dueñas,2019,2010,4,4_chileno_chile_argentino_chilenos,"Es una palabra que a mí ya como feminista como que no me ofende tanto. Ahora como judía me está iweando, me ofende mucho. Alguien no se leyó los libros de histo",0.1176368606540859
