segment_row_idx,topic_id_matrix,topic_id_assumed,p_topic,topic_id,show,year,decade,topic_final,topic_name_final,model_text,topic_name,topic_rank
11,19,19,0.0885680771029004,19,Los Acetatos,1973,1970,3,3_humor_quinta_quinta vergara_vergara,"¿Qué tal, amigos? De nuevo reunidos en Televisión Nacional de Chile para recordar a aquellos que cantaron en Viña un día. Y hoy, bueno, hoy estamos de muy buen humor porque la Quinta Vergara también se hizo presente el buen humor a través de estos tres muchachos chilenos que impusieron sus grandes condiciones de artistas fonomínicos y excéntricos de la canción. Les voy a dejar en la grata compañía de Los Acetatos.",19_través_mar_viña_viña mar,1
11,3,3,0.0543586201570294,3,Los Acetatos,1973,1970,3,3_humor_quinta_quinta vergara_vergara,"¿Qué tal, amigos? De nuevo reunidos en Televisión Nacional de Chile para recordar a aquellos que cantaron en Viña un día. Y hoy, bueno, hoy estamos de muy buen humor porque la Quinta Vergara también se hizo presente el buen humor a través de estos tres muchachos chilenos que impusieron sus grandes condiciones de artistas fonomínicos y excéntricos de la canción. Les voy a dejar en la grata compañía de Los Acetatos.",3_humor_quinta_quinta vergara_vergara,2
12,8,8,1.0,8,Los Acetatos,1973,1970,8,8_anthony_amas_your_you,"Alone, why must I be alone? I spent so many hours with you. How can I be alone? I think, I think I dream alone. I think we were made for us to share and I dream alone. There's such a thing as forgiving, so why can't you forgive? There's such a thing as forgiving, can't you forgive? There's such a thing as forgiving, can't you forgive? Forgive and forget. Of course. Why not we be here apart? Let's pull on together and never be alone. There's such a thing as forgiving. So why can't you forgive? There's such a thing as forgetting. Can't you forgive and forget? Oh God. Why must we be apart? But we are together and never be apart. La la la la la, la la la la la.",8_anthony_amas_your_you,1
13,1,1,0.1897558866900503,1,Los Acetatos,1973,1970,1,1_canción_almas_cantar_vivo vivo,"Y cumpliendo numerosas peticiones, ahora le voy a cantar un bolero, ""Dos almas"". Dame todo, Nubo. Ajá. Dos almas que unidas yo... Dos almas que se amaban. Eso era. Por la sangre de este inmenso amor nos lavamos la vida. Como amamos de, de, de, de, de. Un día en el camino, que gustaban nuestras almas... Surgió una onda de odio que nos deja rodadón. Y decía que mejor fuera morir ni se cañare podemos ya vivir.",1_canción_almas_cantar_vivo vivo,1
13,13,13,0.0681958803382934,13,Los Acetatos,1973,1970,1,1_canción_almas_cantar_vivo vivo,"Y cumpliendo numerosas peticiones, ahora le voy a cantar un bolero, ""Dos almas"". Dame todo, Nubo. Ajá. Dos almas que unidas yo... Dos almas que se amaban. Eso era. Por la sangre de este inmenso amor nos lavamos la vida. Como amamos de, de, de, de, de. Un día en el camino, que gustaban nuestras almas... Surgió una onda de odio que nos deja rodadón. Y decía que mejor fuera morir ni se cañare podemos ya vivir.",13_ay ay_salta salta_salta_ay,2
14,1,1,0.3858419301203263,1,Los Acetatos,1973,1970,1,1_canción_almas_cantar_vivo vivo,"¿Qué? ¿Qué fue? ¿Qué pasó? ¿Qué? ¿Qué fue? ¿Qué pasó? Ah, ¿me toca a mí? Ya va, pues. Y un día en el camino que cruzaba nuestra alma, tuyo una canción yo, yo que no sé. Y decía que podemos ya, podemos ya.",1_canción_almas_cantar_vivo vivo,1
15,19,19,0.0977878811033805,19,Los Acetatos,1973,1970,19,19_través_mar_viña_viña mar,En el ranking internacional de Los Acetatos canta Sandro. Así como una rosa resechea por el viento. Así como una hoja reseca por el sol. Así como se enroja de costado un el viejo. Así mi alma tu imagen arrojó. Así como se marcha la noche con el día. Así como se aleja un velero hacia el tamarindo. Así...,19_través_mar_viña_viña mar,1
15,17,17,0.0501718580807522,17,Los Acetatos,1973,1970,19,19_través_mar_viña_viña mar,En el ranking internacional de Los Acetatos canta Sandro. Así como una rosa resechea por el viento. Así como una hoja reseca por el sol. Así como se enroja de costado un el viejo. Así mi alma tu imagen arrojó. Así como se marcha la noche con el día. Así como se aleja un velero hacia el tamarindo. Así...,17_natalia_chiqui_alison_javiera,2
16,12,12,0.2817654501034597,12,Los Acetatos,1973,1970,12,12_perro_perrito_selva_lobo,"y como se escapa el agua entre los dedos. Así te dejé ir sin meditar. Éxito mundial, el fenómeno Rafael.",12_perro_perrito_selva_lobo,1
17,8,8,0.2573501091762482,8,Los Acetatos,1973,1970,8,8_anthony_amas_your_you,"No. No supliques tanto, por favor. Déjame tranquilo que es mejor, pues no quiero ni saber de tu amor. Sí, sigue hablando así por caridad. Dime que me quieres por piedad. Que me llegue yo a creer que es verdad. Eres tú todo el mundo para mí. Nadie te ha querido como yo. Siga hablando así y seré feliz y seré feliz. Sí, sí, sí. No. Sí, sí, sí. No.",8_anthony_amas_your_you,1
18,3,3,0.0941465769884489,3,Los Acetatos,1973,1970,3,3_humor_quinta_quinta vergara_vergara,"The Three Gold Eskimos are on the air. When the dog slinks full of vegetables for your local grocery. And to start the show off tonight, here is that sensational hit ""Back Home in Indiana"". And I long for my Indiana home. And that sensational hit, ""Back Home Again in Indiana"". Oh! Indiana! Hoo!",3_humor_quinta_quinta vergara_vergara,1
19,29,29,0.0671322877283859,29,Los Acetatos,1973,1970,8,8_anthony_amas_your_you,Es el sábado de la home again in Indiana. In Indiana. Was the show so gay? It's your destiny. It's your destiny. It's your destiny. It's your destiny. It's your destiny. Roznie się bierz. E się wini ja na hołd. Ja.,29_reggaeton_calmado_dale_ten,1
19,13,13,0.0515189329884504,13,Los Acetatos,1973,1970,8,8_anthony_amas_your_you,Es el sábado de la home again in Indiana. In Indiana. Was the show so gay? It's your destiny. It's your destiny. It's your destiny. It's your destiny. It's your destiny. Roznie się bierz. E się wini ja na hołd. Ja.,13_ay ay_salta salta_salta_ay,2
22,19,19,0.0586124872901726,19,Los Acetatos,1973,1970,19,19_través_mar_viña_viña mar,Este es el 34º Festival Internacional de la Canción de Viña del Mar y este es el grupo de Los Acetatos. Otra de las revelaciones de nuestro show internacional que es reclamado por ustedes. Un aplauso para ellos.,19_través_mar_viña_viña mar,1
22,14,14,0.056043091893873,14,Los Acetatos,1973,1970,19,19_través_mar_viña_viña mar,Este es el 34º Festival Internacional de la Canción de Viña del Mar y este es el grupo de Los Acetatos. Otra de las revelaciones de nuestro show internacional que es reclamado por ustedes. Un aplauso para ellos.,14_ho_ho ho_aplauso_muchas,2
22,17,17,0.0554276425865898,17,Los Acetatos,1973,1970,19,19_través_mar_viña_viña mar,Este es el 34º Festival Internacional de la Canción de Viña del Mar y este es el grupo de Los Acetatos. Otra de las revelaciones de nuestro show internacional que es reclamado por ustedes. Un aplauso para ellos.,17_natalia_chiqui_alison_javiera,3
22,6,6,0.0518431926039576,6,Los Acetatos,1973,1970,19,19_través_mar_viña_viña mar,Este es el 34º Festival Internacional de la Canción de Viña del Mar y este es el grupo de Los Acetatos. Otra de las revelaciones de nuestro show internacional que es reclamado por ustedes. Un aplauso para ellos.,6_quinta_vergara_público_quinta vergara,4
23,29,29,0.0648842138238619,29,Los Acetatos,1973,1970,25,25_bailar_fiesta_bailemos_baile,"Os quiero bailar en mañana, mañana.",29_reggaeton_calmado_dale_ten,1
23,13,13,0.0595755888262351,13,Los Acetatos,1973,1970,25,25_bailar_fiesta_bailemos_baile,"Os quiero bailar en mañana, mañana.",13_ay ay_salta salta_salta_ay,2
24,27,27,0.0845369900014196,27,Los Acetatos,1973,1970,27,27_soltera_bebé_arturo vidal_tinder,"Musky de la de la mujer, musky de la de la mujer, de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de O ti dar ba que me lo voy a ver y me hago de O ti dar ba que me lo voy a ver y me hago de O ti dar ba y me voy a ver, O ti dar ba y me voy a ver, O ti dar ba y me voy a ver, O ti dar ba, O ti dar ba.",27_soltera_bebé_arturo vidal_tinder,1
24,24,24,0.0616993643149518,24,Los Acetatos,1973,1970,27,27_soltera_bebé_arturo vidal_tinder,"Musky de la de la mujer, musky de la de la mujer, de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de O ti dar ba que me lo voy a ver y me hago de O ti dar ba que me lo voy a ver y me hago de O ti dar ba y me voy a ver, O ti dar ba y me voy a ver, O ti dar ba y me voy a ver, O ti dar ba, O ti dar ba.",24_amor_dije_pa_pa pa,2
24,23,23,0.0532557213823342,23,Los Acetatos,1973,1970,27,27_soltera_bebé_arturo vidal_tinder,"Musky de la de la mujer, musky de la de la mujer, de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de O ti dar ba que me lo voy a ver y me hago de O ti dar ba que me lo voy a ver y me hago de O ti dar ba y me voy a ver, O ti dar ba y me voy a ver, O ti dar ba y me voy a ver, O ti dar ba, O ti dar ba.",23_amante_marido_mujer_matrimonio,3
24,15,15,0.0517408586618344,15,Los Acetatos,1973,1970,27,27_soltera_bebé_arturo vidal_tinder,"Musky de la de la mujer, musky de la de la mujer, de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de O ti dar ba que me lo voy a ver y me hago de O ti dar ba que me lo voy a ver y me hago de O ti dar ba y me voy a ver, O ti dar ba y me voy a ver, O ti dar ba y me voy a ver, O ti dar ba, O ti dar ba.",15_hombres_mujeres_mujer_hombre,4
25,1,1,0.1530671267551478,1,Los Acetatos,1973,1970,1,1_canción_almas_cantar_vivo vivo,"Otra. ¿Sí? Pues ya lo ven, vuelven solos, ¿ah? Ustedes seguramente habrán escuchado ""Concierto para una sola voz"", pero nunca en la versión de esta voz única en el mundo. Para todos, ""Concierto para una sola voz"".",1_canción_almas_cantar_vivo vivo,1
25,13,13,0.0801728036718279,13,Los Acetatos,1973,1970,1,1_canción_almas_cantar_vivo vivo,"Otra. ¿Sí? Pues ya lo ven, vuelven solos, ¿ah? Ustedes seguramente habrán escuchado ""Concierto para una sola voz"", pero nunca en la versión de esta voz única en el mundo. Para todos, ""Concierto para una sola voz"".",13_ay ay_salta salta_salta_ay,2
26,12,12,1.0,12,Los Acetatos,1973,1970,12,12_perro_perrito_selva_lobo,"A tomar. A tomar, tomar, tomar, tomar, tomar. Se me puso el pantalón. Va. No corras. Va, va. Tres por cuatro. Dos y me llevo una, va.",12_perro_perrito_selva_lobo,1
27,10,10,0.2148372459759646,10,Los Acetatos,1973,1970,10,10_maestro_hora hora_ruperto_hora,"Ahora voy a llegar a la... porque hace, hace falta facultades de Ciencia, de Medicina, de garganta hipogresiva, como voy a hacer yo ahora, verás tú. Por gusto, escucha, me voy a salir del arreglo, no vale para esto, ya verás. Garganta arriba, garganta arriba. ¿Pecho ya? Es que estoy agachado o qué, ¿verdad? ¿Qué te crees, que estoy en la mini? ¿Pecho fuera? Es pobrecita. Por, por, por...",10_maestro_hora hora_ruperto_hora,1
28,1,1,0.0931059486387875,1,Los Acetatos,1973,1970,24,24_amor_dije_pa_pa pa,"Mi, mi, mi, mi, va. La, la, la, la, la, sostenido, sostenido. Ya me sostengo ya. Pa, pa, pa, pa, pa, la, la, la, la, la.",1_canción_almas_cantar_vivo vivo,1
29,3,3,0.4400836781948841,3,Los Acetatos,1973,1970,3,3_humor_quinta_quinta vergara_vergara,"Bueno, podríamos seguir riendo durante largo rato con Los Acetatos, la revelación artística tal como lo dijo César Antonio Santis en su presentación de este Décimo Cuarto Festival de la Canción de Viña del Mar. En otra oportunidad voy a tener mucho agrado en invitarles de nuevo a reír con estos grandes artistas chilenos. Hasta pronto, hasta otra oportunidad con aquellos que cantaron en Viña un día.",3_humor_quinta_quinta vergara_vergara,1
31,0,0,0.0741255548193879,0,Los Acetatos,1973,1970,29,29_reggaeton_calmado_dale_ten,"O ti da la pan que me lo pone mi dinero, o ti da la pan que me lo pone mi dinero, que da, que da, que ya no que me dinero, que da, que da, que ya no para dinero mi.",0_presidente_país_huevón_pesos,1
32,3,3,0.2950405387510038,3,Tato Cifuentes,1974,1970,3,3_humor_quinta_quinta vergara_vergara,"Hola, amigos de nuestro canal histórico, ¿cómo están? Les quiero contar que en esta oportunidad haremos un pequeño homenaje a un gran artista que empezó el escenario de La Quinta Vergara en 1974. Hablo de un gran humorista chileno que hace poquitos días, lamentablemente, nos dejó, falleció en el país trasandino hace sus 91 años. Hablo de Tato Cifuentes. Aquí les vamos a dejar una pequeña fracción de su presentación en 1974 en el Festival de la Canción de Viña del Mar. Aprovechamos como canal histórico, por supuesto, de enviar darle un saludo muy cariñoso a todos sus familiares, a todos sus seguidores y por supuesto que comenten este video aquí abajito, Datos y Fuentes 1974 en Viña del Mar. El niñito de 5 años y el papá mayor que el hijo van de camino, caminando, de paseo, mirando viñedos, etcétera y de repente pasa lo inesperado. Por la vereda del frente una señora casada bien casada por las apariencias. Y el mocoso nunca había visto una señora así tan casada y le llama poderosamente la atención. ¿A quién le va a preguntar si no es a su papito? Y ahí empieza el problema del padre y no le dice lo que corresponde. Papacito. Papacito. ¿Qué le pasa, el gordito? Papacito. Mire, la señora que va con mirando por ahí. ¿Qué tiene? Sí tiene. Digo, ¿qué tiene de particular? Una señora que va caminando. Sí, va caminando, pero pero pero Pero por ¿Por qué va caminando así tan hecha para atrás? Algún defecto que tiene la señora en los zapatos. No, no es los zapatos. El más arriba.",3_humor_quinta_quinta vergara_vergara,1
33,5,5,0.0938026891334845,5,Tato Cifuentes,1974,1970,5,5_colegio_niños_papá_hijo,"Mira, yo te he dicho muchas veces que los niños no hacen ciertas preguntas. No, papito, no. Usted siempre me ha dicho que los niñitos cuando no saben tienen que preguntar. Y yo quiero saber por qué la señora queda caminando con Bueno, déjeme, la señora tranquila porque me voy a enojar. Pero por qué por mí no sé. Cállese la boca. Ni una palabra más. Pero por qué no basta hombre, los hombres no lloran. Esa señora es así porque es de otro barrio. Y nosotros Estamos caminando por esta vereda y no tenemos por qué preocuparnos de otra gente. Vamos a ir mirando, mire, mire la vidriera que hay ahí, eso es una juguetería, eso es para niño, mire qué bonito. Qué linda la juguetería. Mire la mía. Ay, qué lindo. Mire el tren con motocolora y todo. Loco motora. Motocolora. Qué lindo el trencito. A mí me gustan los trenes. Mire, el conejo. El trencito me gusta, mira. Esos trenes duran mucho. Ahí se ve lindo, pero más lindo se vería en mi pieza. Yo cuando sea grande y tenga hijos, le voy a regalar trenes a mis hijos. A mí me gustan los trenes. Yo voy a ser trenero cuando grande. Caminando al trencito. Duran mucho los trenes, son baratos. A mí me gustan todos los juguetes. Aunque sean chiquititos me gustan. Todos los juguetes son lindos. Pero, ¿por qué está tan gorda la señora? Esa señora está enferma,",5_colegio_niños_papá_hijo,1
33,11,11,0.0703164785045982,11,Tato Cifuentes,1974,1970,5,5_colegio_niños_papá_hijo,"Mira, yo te he dicho muchas veces que los niños no hacen ciertas preguntas. No, papito, no. Usted siempre me ha dicho que los niñitos cuando no saben tienen que preguntar. Y yo quiero saber por qué la señora queda caminando con Bueno, déjeme, la señora tranquila porque me voy a enojar. Pero por qué por mí no sé. Cállese la boca. Ni una palabra más. Pero por qué no basta hombre, los hombres no lloran. Esa señora es así porque es de otro barrio. Y nosotros Estamos caminando por esta vereda y no tenemos por qué preocuparnos de otra gente. Vamos a ir mirando, mire, mire la vidriera que hay ahí, eso es una juguetería, eso es para niño, mire qué bonito. Qué linda la juguetería. Mire la mía. Ay, qué lindo. Mire el tren con motocolora y todo. Loco motora. Motocolora. Qué lindo el trencito. A mí me gustan los trenes. Mire, el conejo. El trencito me gusta, mira. Esos trenes duran mucho. Ahí se ve lindo, pero más lindo se vería en mi pieza. Yo cuando sea grande y tenga hijos, le voy a regalar trenes a mis hijos. A mí me gustan los trenes. Yo voy a ser trenero cuando grande. Caminando al trencito. Duran mucho los trenes, son baratos. A mí me gustan todos los juguetes. Aunque sean chiquititos me gustan. Todos los juguetes son lindos. Pero, ¿por qué está tan gorda la señora? Esa señora está enferma,",11_hijos_mamá_papá_hijo,2
34,16,16,0.0707602789922789,16,Tato Cifuentes,1974,1970,26,26_celular_pegado_teléfono_whatsapp,"—Pobrecito, está enfermita y anda por la calle. ¿Y de qué está enferma? —De una enfermedad enfermosa. —Sí, pero, ¿cómo se llama la enfermedad? —Mira, es una enfermedad que... (Bueno, ahí piensa el padre que lo va a dejar callado). Mira, es una enfermedad que tienen las señoras, que tienen que tener las señoras, que se llama hidropesía. —¿Hidropesía? —Hidropesía. —Ah, hidroterapia. ¡Ay, hidroterapia! ¿Y qué quiere decir hidroterapia? —Hidroterapia, mi amor. Mira, ahí te lo quiere decir agua y te decía 'exceso'. O sea, lo que tiene la señora es exceso de agua. —Ah, exceso de agua. Papito, pero el niñito sabe nadar.",16_comida_comer_dieta_mamá,1
