segment_row_idx,n_topics_above_threshold,probability_mass_above_threshold,top1_topic_id,top1_topic_name,top1_p_topic,top2_topic_id,top2_topic_name,top2_p_topic,show,year,decade,topic_final,topic_name_final,text_preview,topic_prob_gap_top1_top2
666,3,0.3753408151280274,22,22_verdad_agradecer_emocionado_quiero agradecer,0.1744143019573382,14.0,14_ho_ho ho_aplauso_muchas,0.116451974073724,Palta Meléndez,1997,1990,1,1_canción_almas_cantar_vivo vivo,"ni por casualidad. Bueno, señores, eso sería todo. Los voy a dejar en compañía de un amigo que yo contraté, que está cesante. Vamos, que me gusta la música. Señ",0.057962327883614204
2409,3,0.365199675423267,14,14_ho_ho ho_aplauso_muchas,0.1677309422281812,6.0,6_quinta_vergara_público_quinta vergara,0.1149270841286108,Dinamita Show,2015,2010,14,14_ho_ho ho_aplauso_muchas,"¿Qué estado? No, al aborto. Bueno, queremos agradecer a todos a los piratas que están aquí, que son mis primos, a mi familia. Bueno, en realidad les voy a conta",0.05280385809957039
739,3,0.3783658090325232,17,17_natalia_chiqui_alison_javiera,0.1781991207830278,3.0,3_humor_quinta_quinta vergara_vergara,0.1135858284454384,Gloria Benavides,1998,1990,3,3_humor_quinta_quinta vergara_vergara,"Y ahora es un momento importante, un momento para para distender el ambiente, para reírnos, para disfrutar con un artista que es una verdadera leyenda en Viña d",0.0646132923375894
2517,3,0.3405734664759647,22,22_verdad_agradecer_emocionado_quiero agradecer,0.1281495075282724,14.0,14_ho_ho ho_aplauso_muchas,0.1123139839475388,León Murillo,2015,2010,6,6_quinta_vergara_público_quinta vergara,"de Muchas gracias, de verdad. Este es el reconocimiento que aplaude tu trabajo que por años has estado haciendo en bares, en teatros, que has estado compartiend",0.01583552358073359
2355,3,0.3816513331286546,14,14_ho_ho ho_aplauso_muchas,0.1887658816467689,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.111993531230563,Payahop,2014,2010,14,14_ho_ho ho_aplauso_muchas,"Fue el estilo, fue la improvisación, la falla, el hip-hop de Andy y de Claudio. Ellos son falla. Desde chiquillos. Y desde la galería. Hasta todo este público q",0.0767723504162059
2358,3,0.523928805282275,14,14_ho_ho ho_aplauso_muchas,0.3263870262369221,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1119270610968277,Payahop,2014,2010,14,14_ho_ho ho_aplauso_muchas,"Gracias, hermano, gracias. Gracias, Todorovic que nos ayudó mucho, muchas gracias. Oye, yo quiero la mía, por loco. Bueno, que me había prestado una. No, estáis",0.2144599651400944
2322,3,0.3375964504452801,14,14_ho_ho ho_aplauso_muchas,0.1368875529290434,6.0,6_quinta_vergara_público_quinta vergara,0.1105602934414317,Gigi Martin,2014,2010,6,6_quinta_vergara_público_quinta vergara,"Que sigo siendo aquel, el mismo. Muchas gracias. Así se despide. Gracias. Gigi Martin de la Quinta Vergara. Muchas gracias. Me he dado el gusto de mi vida. Grac",0.026327259487611693
1897,3,0.3381858317360783,22,22_verdad_agradecer_emocionado_quiero agradecer,0.1285119296902345,14.0,14_ho_ho ho_aplauso_muchas,0.1087842362318722,Dinamita Show,2012,2010,6,6_quinta_vergara_público_quinta vergara,"Gracias, Piña. ¿Cómo está mi querida y fiel galería? Los que llegan a las 6 de la tarde ahí. Ahí con aguante. ¿Cómo está mi querida y distinguida platea? ¿Cómo ",0.01972769345836231
2224,3,0.3173884384087041,14,14_ho_ho ho_aplauso_muchas,0.1198221207201417,6.0,6_quinta_vergara_público_quinta vergara,0.1062255045681685,Los Locos del Humor,2014,2010,14,14_ho_ho ho_aplauso_muchas,"todo el cariño del público. Adelante, Nacho. Por supuesto que los locos del humor ya vienen y reciben el aplauso de la gente aquí en el backstage. Vienen camina",0.013596616151973204
579,3,0.3326420326581443,19,19_través_mar_viña_viña mar,0.1331107121469268,17.0,17_natalia_chiqui_alison_javiera,0.1051534656886101,Dinamita Show,1996,1990,3,3_humor_quinta_quinta vergara_vergara,"Señoras y señores, hoy estamos aquí y es para presentarle el humor de la playa. Y a este dúo de Niña Marino. Maravillosos exponentes del humor chileno. Me toca ",0.027957246458316695
2100,3,0.3709506118490481,14,14_ho_ho ho_aplauso_muchas,0.1645372934655743,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1045195730844873,Los Atletas de la Risa,2013,2010,14,14_ho_ho ho_aplauso_muchas,"y todo, menos eso. Sí, señor. Muchas gracias, chiquillos. Muchas gracias. Gracias, muchachos. Gracias por tanto cariño. Gracias. Y con esa emoción despedimos a ",0.060017720381087006
3250,3,0.31998378920709303,27,27_soltera_bebé_arturo vidal_tinder,0.1115546742259873,23.0,23_amante_marido_mujer_matrimonio,0.1045167320881519,Jenny Cavallo,2018,2010,4,4_chileno_chile_argentino_chilenos,"como que no oye llover. Porque el hombre, en general, amigo, yo los amo, estas son observaciones, no más. Ustedes si no están de acuerdo con lo que lo que yo di",0.007037942137835401
3422,3,0.3382377800103563,6,6_quinta_vergara_público_quinta vergara,0.1334801938579087,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1039911709968422,Felipe Avello,2019,2010,6,6_quinta_vergara_público_quinta vergara,"Pero, igual fueron 20 años de larga trayectoria. Igual mi papá está bien enfermo, así que les va a agradecer harto eso. No, muy contento, muy feliz. Y ahora me ",0.029489022861066513
3280,3,0.3128967874921616,15,15_hombres_mujeres_mujer_hombre,0.1233721869573679,27.0,27_soltera_bebé_arturo vidal_tinder,0.1031697470999436,Stefan Kramer,2018,2010,15,15_hombres_mujeres_mujer_hombre,"potente. Un gurú. Tírate la cuatro. ¿Cuál es esa, güey? Está al lado de las cinco, ahuevonado. A tu mujer tienes que amarla. Por sobre todas las cosas. ¿Por qué",0.0202024398574243
2258,3,0.3495885846169538,6,6_quinta_vergara_público_quinta vergara,0.1649014845997636,14.0,14_ho_ho ho_aplauso_muchas,0.1025917023700844,Jorge Alís,2014,2010,6,6_quinta_vergara_público_quinta vergara,"Jorge, escúchalos. La gente se pone de pie. La Quinta Vergara no solamente aplaude a los que han estado varias veces en este escenario, sino que también es gene",0.062309782229679186
4417,3,0.3186633248070585,14,14_ho_ho ho_aplauso_muchas,0.1255250872643888,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1022182247527988,Edo Caroe,2025,2020,6,6_quinta_vergara_público_quinta vergara,"Buenas noches, niña. No quiero mucho, pero en un gran público. Gracias. Chao. ¡Ay, sí te conozco! ¡Memorable! Así despedimos con un tremendo aplauso cariñoso. A",0.02330686251158999
2214,3,0.3735515686233382,14,14_ho_ho ho_aplauso_muchas,0.1789375450040265,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1005990740152918,Los Locos del Humor,2014,2010,14,14_ho_ho ho_aplauso_muchas,"Un sueño alcanzado y una meta cumplida para Hugo... Cristian con todos tus aplausos. Gabriel, perdón, te cambiaste el nombre. Tucán, perdona es que te iba a dec",0.0783384709887347
1442,3,0.2794443245336053,17,17_natalia_chiqui_alison_javiera,0.0995778698193336,19.0,19_través_mar_viña_viña mar,0.0989341850559571,Julio Sabala,2006,2000,3,3_humor_quinta_quinta vergara_vergara,"Increíble. Oh, fiesta. ¿Quién dijo fiesta? ¡Fiesta! Quédate tranquilo, quédate tranquilo mejor. Porque, okay, nuestro próximo invitado viene a compartir con nos",0.0006436847633765064
296,3,0.288076541291088,14,14_ho_ho ho_aplauso_muchas,0.105624057649354,6.0,6_quinta_vergara_público_quinta vergara,0.0984164366517337,Hermógenes Conache,1991,1990,10,10_maestro_hora hora_ruperto_hora,"Si el jefe del mundo a Irene quién le habla. El mismo, señores. Nosotros, señores, debo de solucionar todos los problemas, señores. Que han venido Que han venid",0.00720762099762029
3582,3,0.3574643464331346,14,14_ho_ho ho_aplauso_muchas,0.1754133618156212,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.0981169029316238,Javiera Contador,2020,2020,14,14_ho_ho ho_aplauso_muchas,"Es muy emocionante todo, todo lo que está pasando, estar acá esta noche, este público, estar con la Mont Lafer, con la Fran Valenzuela, ustedes, ustedes, de ver",0.0772964588839974
2098,3,0.4541598084754874,14,14_ho_ho ho_aplauso_muchas,0.2658496953271067,6.0,6_quinta_vergara_público_quinta vergara,0.0980449945199644,Los Atletas de la Risa,2013,2010,14,14_ho_ho ho_aplauso_muchas,"Muchas gracias. Muchas gracias. Muchas gracias. Chao, chao, chao. El Gato, el Chino y el Guatón han deificado a la Quinta Vergara y han cumplido su sueño: estar",0.16780470080714233
539,3,0.3932128033965008,22,22_verdad_agradecer_emocionado_quiero agradecer,0.2175728175223208,14.0,14_ho_ho ho_aplauso_muchas,0.0953953967077124,Los Indolatinos,1996,1990,22,22_verdad_agradecer_emocionado_quiero agradecer,"Estamos con mucho ánimo, estamos muy contentos y queremos darle un agradecimiento muy especial a la prensa: al embriague, al disco, el freno, a los medios de co",0.1221774208146084
3619,3,0.343970225762139,6,6_quinta_vergara_público_quinta vergara,0.1558365825243326,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.0953826031281107,Ernesto Belloni,2020,2020,6,6_quinta_vergara_público_quinta vergara,"Muchas gracias. Yo Ah, muchas gracias. Se lo agradezco de corazón. Observa en esto. Yo sé que lo habíamos conversado con la madre y tú y hasta en un momento que",0.06045397939622191
2624,3,0.3726305184704584,22,22_verdad_agradecer_emocionado_quiero agradecer,0.1900576466824875,14.0,14_ho_ho ho_aplauso_muchas,0.0953442880294404,Edo Caroe,2016,2010,22,22_verdad_agradecer_emocionado_quiero agradecer,"te lo mereces, te lo mereces porque este es el cariño de la quinta Vergara, esta es la magia de este festival y sabemos también que estás emocionado y eso cuest",0.09471335865304711
3777,3,0.49821286347414995,14,14_ho_ho ho_aplauso_muchas,0.3078310465558711,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.0953143699007922,Pedro Ruminot,2020,2020,14,14_ho_ho ho_aplauso_muchas,"Un aplauso al amigo de los cuatro hijos. Un aplauso a Pancho. Un aplauso a Alvarito. Un aplauso a la orquesta. Y un aplauso a Marcelo, Pablo Artichondo. Ya nada",0.21251667665507892
2173,3,0.3379545157798742,14,14_ho_ho ho_aplauso_muchas,0.1527148999524177,6.0,6_quinta_vergara_público_quinta vergara,0.0951722945795543,Bastián Paz,2013,2010,6,6_quinta_vergara_público_quinta vergara,Bastián Paz. Para mí es un privilegio poder decirte esta noche que este público te regala la Antorcha de Plata. ¡Felicidades! ¡Bien! Vamos a hacer un esfuerzo. ,0.05754260537286339
2639,3,0.3523342036302767,6,6_quinta_vergara_público_quinta vergara,0.1735645706190766,17.0,17_natalia_chiqui_alison_javiera,0.0938734540978821,Edo Caroe,2016,2010,6,6_quinta_vergara_público_quinta vergara,"Muchas gracias, viña. Un día sin reír es un día perdido. Lo dijo Charles Chaplin. ¿Y tú lo tienes? Tatuado en tu brazo izquierdo ha sido una noche extraordinari",0.0796911165211945
312,3,0.4355835989435132,23,23_amante_marido_mujer_matrimonio,0.2523080751387231,15.0,15_hombres_mujeres_mujer_hombre,0.0925620857935095,Lucho Navarro,1992,1990,23,23_amante_marido_mujer_matrimonio,"te voy a comprar un cable para ese micrófono. Bueno, ¿qué desean escuchar? Ruido, quieren chistes cortos, me expliquen, ustedes mandan esta noche. No, eso no. E",0.1597459893452136
608,3,0.2934793196599302,19,19_través_mar_viña_viña mar,0.1175976051256969,3.0,3_humor_quinta_quinta vergara_vergara,0.0914190702218342,Dino Gordillo,1997,1990,3,3_humor_quinta_quinta vergara_vergara,"¿Quieren que continúe el humor en este escenario? Pues los vamos a dejar en compañía de Dino Cordillo nuevamente. Adelante. Gracias, muchísimas gracias. Muy ama",0.02617853490386271
2419,3,0.3121120421256551,6,6_quinta_vergara_público_quinta vergara,0.1384954123435801,14.0,14_ho_ho ho_aplauso_muchas,0.0912814984701463,Dinamita Show,2015,2010,6,6_quinta_vergara_público_quinta vergara,"Maravilloso, maravilloso, orgulloso de haber formado este dúo durante estos 27 años. Es maravilloso el recibimiento del público. Espero que lo hayan pasado muy ",0.047213913873433794
2507,3,0.2859431434763998,27,27_soltera_bebé_arturo vidal_tinder,0.1085390839604878,23.0,23_amante_marido_mujer_matrimonio,0.0887383632248787,León Murillo,2015,2010,15,15_hombres_mujeres_mujer_hombre,"En el lenguaje somos distintos, hombres y mujeres. Yo peleo siempre, discuto siempre con mi mujer, le digo, ""Mi amor, gordita, ¿sabes qué? Me llamaron los chiqu",0.019800720735609095
3826,3,0.2801871148273657,6,6_quinta_vergara_público_quinta vergara,0.1116289493003306,17.0,17_natalia_chiqui_alison_javiera,0.0883974060421195,Pamela Leiva,2023,2020,6,6_quinta_vergara_público_quinta vergara,"Qué fantástica esta fiesta. Qué fantástica esta noche. Un sueño hecho realidad. Tremendo aplauso para esta mujer, tremenda comediante, tremenda chilena también.",0.0232315432582111
4343,3,0.2840235132673455,22,22_verdad_agradecer_emocionado_quiero agradecer,0.1114228961749586,6.0,6_quinta_vergara_público_quinta vergara,0.0878926803534347,"Daniela ""Chiqui"" Aguayo",2025,2020,17,17_natalia_chiqui_alison_javiera,"Es muy emocionante volver a estar aquí. Gracias. Gracias por permitirme hacerlos reír tanto tiempo. ¿Qué va a ser decir la Ya, ¿Qué iba a decir la niña de nuevo",0.023530215821523898
2527,3,0.3741767940154441,6,6_quinta_vergara_público_quinta vergara,0.2023540586850343,17.0,17_natalia_chiqui_alison_javiera,0.0867606874751598,León Murillo,2015,2010,6,6_quinta_vergara_público_quinta vergara,"Claro que sí, Andrés, talento, carisma, era tu primer noche y tienes las dos gaviotas en la mano, León. Lo lo dije, primero que todo, a la quinta, a la gente qu",0.11559337120987451
3048,3,0.37515643051951486,6,6_quinta_vergara_público_quinta vergara,0.206489257916221,14.0,14_ho_ho ho_aplauso_muchas,0.0858308051603563,"Juan Luis ""Jajá"" Calderón",2017,2010,6,6_quinta_vergara_público_quinta vergara,"eran 150.000 pesos, huevón. Así que agarré los lentes, lo hice mierda. Lo único que hacen los huevones es aumentar la deuda, huevón. Muchas gracias, buenas noch",0.1206584527558647
3839,3,0.30355948068097,6,6_quinta_vergara_público_quinta vergara,0.1346449445695587,17.0,17_natalia_chiqui_alison_javiera,0.0848729150915441,Pamela Leiva,2023,2020,6,6_quinta_vergara_público_quinta vergara,Aquí. Ahí quedó Brasil. Ahí quedó Brasil. El estándar nacional tiene una nueva figura. La generación dorada de la comedia ya cuenta con una goleadora tremenda. ,0.049772029478014596
2906,3,0.3357661442439627,6,6_quinta_vergara_público_quinta vergara,0.1673546199447895,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.0846754383679327,Juan Pablo López,2017,2010,6,6_quinta_vergara_público_quinta vergara,"Gracias. Yo creo que todavía no te lo crees, ¿no? No, no, todavía no me lo creo. Tanto cariño, tanto amor. Que lo crea y para eso tiene que ser fuerte. Bájame l",0.0826791815768568
368,3,0.4403906348594049,17,17_natalia_chiqui_alison_javiera,0.2733016929665459,3.0,3_humor_quinta_quinta vergara_vergara,0.0838543527393591,Piña Colada,1993,1990,17,17_natalia_chiqui_alison_javiera,"Muchas gracias. Con emoción se retira Piña Colada. Un gran desafío: por primera vez en la televisión y por primera vez en Piña del Mar. Niña Colada, un nuevo hu",0.1894473402271868
4342,3,0.27283304607300973,22,22_verdad_agradecer_emocionado_quiero agradecer,0.1121172654153814,14.0,14_ho_ho ho_aplauso_muchas,0.0806700503583621,"Daniela ""Chiqui"" Aguayo",2025,2020,17,17_natalia_chiqui_alison_javiera,"aplauso del público, Chiqui, nuestra rebelde Chinguihuanao. Genial, divertida, libre. Sin filtro, sin temor. ¿Qué dirá la niña de lo que está sucediendo? Emocio",0.031447215057019307
2951,2,0.3267499083744604,23,23_amante_marido_mujer_matrimonio,0.164920366651915,15.0,15_hombres_mujeres_mujer_hombre,0.1618295417225454,"Daniela ""Chiqui"" Aguayo",2017,2010,15,15_hombres_mujeres_mujer_hombre,"Algo bastante más importante. Yo digo, ¿por qué los baños de mujeres no pueden pegar una advertencia en el espejo? Que diga, si usted se va usted va a beber, no",0.003090824929369601
3090,2,0.3455389011668708,6,6_quinta_vergara_público_quinta vergara,0.1841372841642729,14.0,14_ho_ho ho_aplauso_muchas,0.1614016170025979,Rodrigo Villegas,2017,2010,6,6_quinta_vergara_público_quinta vergara,"Gracias y muchas gracias, señoras y señores, porque eran Gracias por defenderme en la galería, de verdad. Gracias. Pero el público te sigue entregando cariño, R",0.02273566716167502
1268,2,0.384104463805035,14,14_ho_ho ho_aplauso_muchas,0.2231321262192057,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1609723375858293,Los Indolatinos,2004,2000,14,14_ho_ho ho_aplauso_muchas,"una vez más. Muchas gracias. Ahora, dice. Dice: de un lado, otro lado, para adelante y para atrás, de cuneta a cuneta me voy. Borrachón soy. ¡Salud! Y el coro. ",0.0621597886333764
2848,2,0.4302723426778187,14,14_ho_ho ho_aplauso_muchas,0.2741670538942959,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1561052887835228,Ricardo Meruane,2016,2010,14,14_ho_ho ho_aplauso_muchas,"Aquí, en tu presentación ha habido coraje, ha habido valentía; no significa no tener miedo, sino que seguiste actuando, fuiste un gladiador pese a la adversidad",0.1180617651107731
1508,2,0.4343698621551433,14,14_ho_ho ho_aplauso_muchas,0.2784854442340106,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1558844179211327,Coco Legrand,2006,2000,14,14_ho_ho ho_aplauso_muchas,"Me voy con el cariño de ustedes que es lo que me ha estimulado siempre. Muchísimas gracias. Grande Coco, te queremos. Gracias. Bueno, algo más le vamos a decir.",0.12260102631287792
287,2,0.40639095695874394,14,14_ho_ho ho_aplauso_muchas,0.2526053092197541,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1537856477389898,Hermógenes Conache,1991,1990,14,14_ho_ho ho_aplauso_muchas,"Muy sé que tengo amigos. Voy a invitar a Sandro mejor. Amigos. Oh, oh, oh. Nunca pude controlar la izquierda, señores. Buenas noches, muchas gracias. Un placer.",0.09881966148076429
2866,2,0.3416336853844158,23,23_amante_marido_mujer_matrimonio,0.1967031762631294,15.0,15_hombres_mujeres_mujer_hombre,0.1449305091212864,Juan Pablo López,2017,2010,5,5_colegio_niños_papá_hijo,"sin ni uno, pero con reparación profunda el huevón, ¿eh? No, sin putas partidas. Porque la mujer puede ganar menos que el hombre, incluso por la misma pega. Per",0.051772667141842976
2446,2,0.3227896317156481,15,15_hombres_mujeres_mujer_hombre,0.181835935262709,23.0,23_amante_marido_mujer_matrimonio,0.1409536964529391,Centella,2015,2010,15,15_hombres_mujeres_mujer_hombre,"que yo hoy día quiero mostrar lo contrario. Y es cierto que las chiquillas van a acompañar. Ella me dice una Eh, yo voy a ir al baño. Uy, yo también. Espérame, ",0.040882238809769905
3317,2,0.29297197007189324,6,6_quinta_vergara_público_quinta vergara,0.1525377473362928,14.0,14_ho_ho ho_aplauso_muchas,0.1404342227356004,Stefan Kramer,2018,2010,6,6_quinta_vergara_público_quinta vergara,"Gracias. Hasta siempre. Gracias, Piña. Hasta siempre. La presentación de Stefan Kramer recogiendo todos los aplausos y todo el cariño del público de la Quinta V",0.012103524600692389
2505,2,0.2944468538171531,23,23_amante_marido_mujer_matrimonio,0.1542787950287151,15.0,15_hombres_mujeres_mujer_hombre,0.140168058788438,León Murillo,2015,2010,15,15_hombres_mujeres_mujer_hombre,las cosas. Porque yo creo que ese es el principal error que comete uno cuando te vas a vivir en pareja. Empezar a exigirle a tu pareja que se comporte como ni q,0.014110736240277116
3146,2,0.3190801565167421,6,6_quinta_vergara_público_quinta vergara,0.1795213792069405,14.0,14_ho_ho ho_aplauso_muchas,0.1395587773098016,Bombo Fica,2018,2010,6,6_quinta_vergara_público_quinta vergara,"Muchas gracias, muchas gracias a todos. Fuerte el aplauso para este tremendo actor chileno, el señor Willy Benítez. Vuelve este escenario después de 35 años de ",0.039962601897138905
419,2,0.3971394745357913,22,22_verdad_agradecer_emocionado_quiero agradecer,0.2579316739012949,21.0,21_buenas noches_noches_buenas_pecadora,0.1392078006344964,"Jorge ""Chino"" Navarrete",1994,1990,22,22_verdad_agradecer_emocionado_quiero agradecer,enojemos. Que estén para que las disfrutemos. Los quiero. Gracias por todo y los llevo dentro de mi corazón a mi país. Espero pronto volver con ustedes. Gracias,0.11872387326679851
581,2,0.300395384976343,14,14_ho_ho ho_aplauso_muchas,0.1624565578027562,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1379388271735868,Dinamita Show,1996,1990,22,22_verdad_agradecer_emocionado_quiero agradecer,"Gracias por el silencio, amigo, le queremos decir algo. Nos dieron 30 minutos, dejen trabajar. No, muchas gracias por el apoyo, estamos muy contentos. Yo estoy ",0.0245177306291694
3365,2,0.27033231017283266,23,23_amante_marido_mujer_matrimonio,0.1351706070685487,7.0,7_vieja_suegra_abuela_abuelita,0.135161703104284,Alejandra Azcárate,2018,2010,15,15_hombres_mujeres_mujer_hombre,"¿Pero por qué el papá espera un hombre? Si uno lo analiza, podría ser por una identificación de género más que natural, por conservar un legado, una tradición d",8.903964264700415e-06
4251,2,0.3651758906730518,6,6_quinta_vergara_público_quinta vergara,0.2301945541104678,14.0,14_ho_ho ho_aplauso_muchas,0.134981336562584,Alex Ortiz,2024,2020,6,6_quinta_vergara_público_quinta vergara,"Gracias. Gracias por el apoyo. Gracias por la buena onda, por sus risas. Soy Alex Ortiz. Nos vemos por ahí. Tóquelo mucho. Muchas gracias, De San Francisco a la",0.09521321754788381
3188,2,0.29687023836400583,23,23_amante_marido_mujer_matrimonio,0.1626642010148418,15.0,15_hombres_mujeres_mujer_hombre,0.134206037349164,Bombo Fica,2018,2010,15,15_hombres_mujeres_mujer_hombre,"empieza a inventar cuestiones y no se acuerda y eso también lo vamos a analizar porque está todo incluido de hecho las 15 lucas, así que le vamos a pedir a los ",0.0284581636656778
2405,2,0.37231348439922207,14,14_ho_ho ho_aplauso_muchas,0.2385596341179473,6.0,6_quinta_vergara_público_quinta vergara,0.1337538502812748,Dinamita Show,2015,2010,14,14_ho_ho ho_aplauso_muchas,Y aquí está para recibir también el aplauso de toda la Quinta Vergara. Esa mujer maravillosa que se acaba de ir a cambiar ropa en esta despedida: el Indio Mauri,0.10480578383667252
4256,2,0.3181817743276738,6,6_quinta_vergara_público_quinta vergara,0.1850216214143277,14.0,14_ho_ho ho_aplauso_muchas,0.1331601529133461,Alex Ortiz,2024,2020,6,6_quinta_vergara_público_quinta vergara,"Un comediante que se consagra en la Quinta Vergara. Muchas gracias, amigo, los quiero mucho. ¡Sencito! Y después de 10 años hoy día lo vemos llegar a lo más alt",0.05186146850098161
