segment_row_idx,n_topics_above_threshold,probability_mass_above_threshold,top1_topic_id,top1_topic_name,top1_p_topic,top2_topic_id,top2_topic_name,top2_p_topic,show,year,decade,topic_final,topic_name_final,text_preview,topic_prob_gap_top1_top2
3317,2,0.29297197007189324,6,6_quinta_vergara_público_quinta vergara,0.1525377473362928,14.0,14_ho_ho ho_aplauso_muchas,0.1404342227356004,Stefan Kramer,2018,2010,6,6_quinta_vergara_público_quinta vergara,"Gracias. Hasta siempre. Gracias, Piña. Hasta siempre. La presentación de Stefan Kramer recogiendo todos los aplausos y todo el cariño del público de la Quinta V",0.012103524600692389
2505,2,0.2944468538171531,23,23_amante_marido_mujer_matrimonio,0.1542787950287151,15.0,15_hombres_mujeres_mujer_hombre,0.140168058788438,León Murillo,2015,2010,15,15_hombres_mujeres_mujer_hombre,las cosas. Porque yo creo que ese es el principal error que comete uno cuando te vas a vivir en pareja. Empezar a exigirle a tu pareja que se comporte como ni q,0.014110736240277116
3146,2,0.3190801565167421,6,6_quinta_vergara_público_quinta vergara,0.1795213792069405,14.0,14_ho_ho ho_aplauso_muchas,0.1395587773098016,Bombo Fica,2018,2010,6,6_quinta_vergara_público_quinta vergara,"Muchas gracias, muchas gracias a todos. Fuerte el aplauso para este tremendo actor chileno, el señor Willy Benítez. Vuelve este escenario después de 35 años de ",0.039962601897138905
419,2,0.3971394745357913,22,22_verdad_agradecer_emocionado_quiero agradecer,0.2579316739012949,21.0,21_buenas noches_noches_buenas_pecadora,0.1392078006344964,"Jorge ""Chino"" Navarrete",1994,1990,22,22_verdad_agradecer_emocionado_quiero agradecer,enojemos. Que estén para que las disfrutemos. Los quiero. Gracias por todo y los llevo dentro de mi corazón a mi país. Espero pronto volver con ustedes. Gracias,0.11872387326679851
581,2,0.300395384976343,14,14_ho_ho ho_aplauso_muchas,0.1624565578027562,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1379388271735868,Dinamita Show,1996,1990,22,22_verdad_agradecer_emocionado_quiero agradecer,"Gracias por el silencio, amigo, le queremos decir algo. Nos dieron 30 minutos, dejen trabajar. No, muchas gracias por el apoyo, estamos muy contentos. Yo estoy ",0.0245177306291694
3365,2,0.27033231017283266,23,23_amante_marido_mujer_matrimonio,0.1351706070685487,7.0,7_vieja_suegra_abuela_abuelita,0.135161703104284,Alejandra Azcárate,2018,2010,15,15_hombres_mujeres_mujer_hombre,"¿Pero por qué el papá espera un hombre? Si uno lo analiza, podría ser por una identificación de género más que natural, por conservar un legado, una tradición d",8.903964264700415e-06
4251,2,0.3651758906730518,6,6_quinta_vergara_público_quinta vergara,0.2301945541104678,14.0,14_ho_ho ho_aplauso_muchas,0.134981336562584,Alex Ortiz,2024,2020,6,6_quinta_vergara_público_quinta vergara,"Gracias. Gracias por el apoyo. Gracias por la buena onda, por sus risas. Soy Alex Ortiz. Nos vemos por ahí. Tóquelo mucho. Muchas gracias, De San Francisco a la",0.09521321754788381
3188,2,0.29687023836400583,23,23_amante_marido_mujer_matrimonio,0.1626642010148418,15.0,15_hombres_mujeres_mujer_hombre,0.134206037349164,Bombo Fica,2018,2010,15,15_hombres_mujeres_mujer_hombre,"empieza a inventar cuestiones y no se acuerda y eso también lo vamos a analizar porque está todo incluido de hecho las 15 lucas, así que le vamos a pedir a los ",0.0284581636656778
2405,2,0.37231348439922207,14,14_ho_ho ho_aplauso_muchas,0.2385596341179473,6.0,6_quinta_vergara_público_quinta vergara,0.1337538502812748,Dinamita Show,2015,2010,14,14_ho_ho ho_aplauso_muchas,Y aquí está para recibir también el aplauso de toda la Quinta Vergara. Esa mujer maravillosa que se acaba de ir a cambiar ropa en esta despedida: el Indio Mauri,0.10480578383667252
4256,2,0.3181817743276738,6,6_quinta_vergara_público_quinta vergara,0.1850216214143277,14.0,14_ho_ho ho_aplauso_muchas,0.1331601529133461,Alex Ortiz,2024,2020,6,6_quinta_vergara_público_quinta vergara,"Un comediante que se consagra en la Quinta Vergara. Muchas gracias, amigo, los quiero mucho. ¡Sencito! Y después de 10 años hoy día lo vemos llegar a lo más alt",0.05186146850098161
358,2,0.2802965730564475,3,3_humor_quinta_quinta vergara_vergara,0.1474788365415313,19.0,19_través_mar_viña_viña mar,0.1328177365149162,Piña Colada,1993,1990,3,3_humor_quinta_quinta vergara_vergara,"El debut en este escenario de Piña Colada. Un humor muy nuestro, un humor popular, un humor contingente. En esta noche de festival hay un largo camino que recor",0.014661100026615081
105,2,0.4474051719603218,14,14_ho_ho ho_aplauso_muchas,0.3152244806626598,6.0,6_quinta_vergara_público_quinta vergara,0.132180691297662,Edmundo Arrocet,1978,1970,14,14_ho_ho ho_aplauso_muchas,Ese es el maravilloso aplauso de la Quinta Vergara para un jugador como es Gigote Arrozet. ¡Más grande el aplauso para que vuelva!,0.1830437893649978
2969,2,0.3326368147391484,23,23_amante_marido_mujer_matrimonio,0.2019064117969831,15.0,15_hombres_mujeres_mujer_hombre,0.1307304029421653,"Carlos ""El Mono"" Sánchez",2017,2010,26,26_celular_pegado_teléfono_whatsapp,"para acá, que para pararse frente al monstruo hay que ser valiente. Sí. Pero le voy a decir, ""Señoras, ¿qué es ser valiente?"" Ser valiente es darle la clave del",0.07117600885481778
810,2,0.372738431087584,22,22_verdad_agradecer_emocionado_quiero agradecer,0.2422766174979647,14.0,14_ho_ho ho_aplauso_muchas,0.1304618135896193,Los Indolatinos,1999,1990,22,22_verdad_agradecer_emocionado_quiero agradecer,"Ah. Venga, venga. Lo querido. Gracias, ustedes muy amables, muy gentiles, muy cariñosos, muy muy caluroso. Oye, que estamos abrazando aplauso. Demuénele un gran",0.11181480390834539
3366,2,0.2653630161422052,7,7_vieja_suegra_abuela_abuelita,0.1354114454353923,23.0,23_amante_marido_mujer_matrimonio,0.1299515707068129,Alejandra Azcárate,2018,2010,15,15_hombres_mujeres_mujer_hombre,"Al principio uno al hombre le saca invitaciones y alegría, después compromiso y cría, más adelante uno le saca plata, ya al final uno lo saca al sol. En el caso",0.005459874728579395
3142,2,0.3445346833830879,6,6_quinta_vergara_público_quinta vergara,0.2150908241136079,14.0,14_ho_ho ho_aplauso_muchas,0.12944385926948,Bombo Fica,2018,2010,6,6_quinta_vergara_público_quinta vergara,"Es el gran Willy Benítez. ¡Ahí está! Muy bien, un fuerte aplauso para él. Hola, ¿qué tal? Excelente, eso era. Quiero que le demos un fuerte aplauso a mi valet. ",0.0856469648441279
1352,2,0.261185847968591,27,27_soltera_bebé_arturo vidal_tinder,0.1321066335735014,23.0,23_amante_marido_mujer_matrimonio,0.1290792143950896,Paulo Iglesias,2005,2000,15,15_hombres_mujeres_mujer_hombre,"Gracias. Yo creo que lo más importante Yo creo Yo creo que lo más importante es mantener la salud mental a hecho la casa, compadre. Lo más importante es evitar ",0.0030274191784117888
1868,2,0.3401239761337659,14,14_ho_ho ho_aplauso_muchas,0.2132229873040217,6.0,6_quinta_vergara_público_quinta vergara,0.1269009888297442,Óscar Gangas,2011,2010,6,6_quinta_vergara_público_quinta vergara,"Para el señor Óscar Ganga. Que con fuerza, con valentía, se puede triunfar en el escenario de la Quinta Vergara, que este público da segundas oportunidades, que",0.08632199847427749
1321,2,0.271863911986175,21,21_buenas noches_noches_buenas_pecadora,0.1452112878068891,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1266526241792859,Felo,2005,2000,21,21_buenas noches_noches_buenas_pecadora,"Me está gustando. Pero la verdad que la canción termina sin rima, termina sencillamente así: ""Si quiere usted su jardín cuanto antes, venga al burrito y le arre",0.018558663627603195
3145,2,0.25690313389929376,6,6_quinta_vergara_público_quinta vergara,0.1315172145413762,14.0,14_ho_ho ho_aplauso_muchas,0.1253859193579176,Bombo Fica,2018,2010,6,6_quinta_vergara_público_quinta vergara,"Se pasaron. Un aplauso para ustedes. El mejor público que yo tenía. Nuevamente un fuerte aplauso para mis bailarines. Bueno. Gracias. Todo esto, gracias, chicas",0.0061312951834585905
4480,2,0.29691060870365293,6,6_quinta_vergara_público_quinta vergara,0.1722710197581603,14.0,14_ho_ho ho_aplauso_muchas,0.1246395889454926,Juan Pablo López,2025,2020,6,6_quinta_vergara_público_quinta vergara,"Maciza, tremenda la presentación de este comediante. Juan Pablo López se despide de Piña 2025. Gaviotas de plata, gaviotas de oro se lleva Juan Pablo López desp",0.04763143081266771
1237,2,0.2631990914903205,27,27_soltera_bebé_arturo vidal_tinder,0.1391991518370249,15.0,15_hombres_mujeres_mujer_hombre,0.1239999396532956,Natalia Cuevas,2004,2000,15,15_hombres_mujeres_mujer_hombre,"En realidad es un tema que a mí me gusta tocar porque a mí me gusta ser bien directa. ¿No es cierto? ¿Y yo? Sí, ¿se escucha bien? Sí, ya. El texto para la mujer",0.015199212183729285
2324,2,0.3062504043006185,14,14_ho_ho ho_aplauso_muchas,0.1823524134415259,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1238979908590926,Gigi Martin,2014,2010,14,14_ho_ho ho_aplauso_muchas,"Bueno, estoy feliz, esto está saliendo afuera, ya pasó todo. Estoy feliz y le agradezco a la gente que está escuchando afuera, a la galería, a la platea, a la t",0.05845442258243329
1710,2,0.2713293110896073,6,6_quinta_vergara_público_quinta vergara,0.1481704955223066,14.0,14_ho_ho ho_aplauso_muchas,0.1231588155673007,Stefan Kramer,2008,2000,6,6_quinta_vergara_público_quinta vergara,"Antorcha de Plata. A dormir porque ya está. Bueno, ahí nos vamos. Roncolita con una una piscolita. Bueno, tenemos la Antorcha de Plata. Tenemos la de Oro. Está ",0.025011679955005903
2317,2,0.4514953486440093,6,6_quinta_vergara_público_quinta vergara,0.3285933216213643,14.0,14_ho_ho ho_aplauso_muchas,0.122902027022645,Gigi Martin,2014,2010,6,6_quinta_vergara_público_quinta vergara,"Algo te estaba diciendo el público y tú te fuiste a una fiesta de empresa, escucha, por favor. Muchísimas gracias, gracias, gracias. Porque lo hiciste reír. Mar",0.2056912945987193
771,2,0.2981368428841217,22,22_verdad_agradecer_emocionado_quiero agradecer,0.1756684405020764,21.0,21_buenas noches_noches_buenas_pecadora,0.1224684023820453,Dino Gordillo,1998,1990,21,21_buenas noches_noches_buenas_pecadora,"...Gordillo. Muchísimas gracias, muy buenas noches. ¿Cómo están? ¿Todos bien? Eso, arriba me gusta, arriba del cerro lo mío ahí. Esa es la papa. Estoy mandando.",0.05320003812003109
1231,2,0.2640237871756679,3,3_humor_quinta_quinta vergara_vergara,0.141753751619491,17.0,17_natalia_chiqui_alison_javiera,0.1222700355561769,Natalia Cuevas,2004,2000,17,17_natalia_chiqui_alison_javiera,"Muy bien, ¿quieren comenzar a reír? ¿Les parece bien? Para pasar el frío de esta noche, el calor lo trae nuestra próxima invitada. Comenzó bailando en el munici",0.019483716063314102
224,2,0.2623711174930103,13,13_ay ay_salta salta_salta_ay,0.1412904352191657,29.0,29_reggaeton_calmado_dale_ten,0.1210806822738446,Pujillay,1990,1990,13,13_ay ay_salta salta_salta_ay,"El costillar es mío, me lo quieren quitar con Catalina Telias y tu gar tu gar salir a buscar con el grupo penitenciaría. Bueno, vamos a así entregarles con much",0.02020975294532111
1524,2,0.3494463392986669,6,6_quinta_vergara_público_quinta vergara,0.2290934860322675,14.0,14_ho_ho ho_aplauso_muchas,0.1203528532663994,Ruperto,2006,2000,6,6_quinta_vergara_público_quinta vergara,"Bueno, le presento a su público, la quinta Vergara. El lindo el lindo el monstruo, ah. Gracias. El lindo. Le voy a decir un aplauso mucho. Pero es lo que estamo",0.10874063276586811
