routine_id,show_id,event_name,show_name,start_timestamp,text,video_id
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:07:32,"Así lo hicieron con el SIDA, la gripe porcina... perdón, AH1N1. Tienen buen hogar los chanchos. La gripe aviar... El Estado compró millones y millones de una vacuna que debe estar guardada en alguna bodega por ahí.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:07:55,"Antes uno usaba preservativos hechos con vejiga de cordero, ¡y ahora son parte de la canasta familiar! Yo estaba pensando poner una fábrica de condones: 'Condones Venta Se Recalienta'.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:08:13,'Condones Venta Que Deja Rico'.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:08:24,"'Condones Ena Von Baer', para evitar errores involuntarios.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:08:38,"'Condones De Bomba A Él', valen callampa.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:11:35,"La última vez que hablé con ella, me dijo que estaba con un amigo en mi departamento tomando vino. Le dije: 'No te pongas celosa, él solo está de visita'. Una hora después volví a llamar.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:12:33,Escuché unos gemidos al teléfono y pensé: 'Esta mujer se está poniendo unos zapatos muy pequeños.',6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:12:44,"Cuando regresé a Santiago, revisando entre sus cosas encontré una caja de preservativos extra grandes... ¡y no eran míos!",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:15:08,"Ejecutiva joven, profesional e independiente, se enoja con su pololo de poliuretano. Para guardar la raza, le guarda el velo y le saca las pilas. ¡Qué locura! Era tan distinto cuando lo sacábamos a pasear.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:15:37,"Buscando a la madre de nuestros hijos, la mujer de nuestros sueños... Ahora, al sacarla a bailar y mirarla fijamente, te quedan viendo como si fueras un psicópata.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:15:46,Me sacó a bailar. ¡Qué antiguo este juego! Lo único que quiere es estar conmigo... Pero primero debemos aprender a bailar de verdad.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:16:10,"Teníamos esos bailes donde dabas una vuelta por toda la multicancha. Lo ideal era esa noche especial porque venían los lentos, los blues... Y justo cuando empezaban, ¡la chica se escondía en el baño como una fiera! Si lograbas 'cazar' algo esa noche, eras un héroe.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:18:49,"El año pasado daba clases en una universidad. ¿Y saben qué querían estudiar? ¡Teatro! Y ahí llegan todos, como si nada.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:19:05,"Llega uno con una argolla en la tetilla. Le digo, 'muchacho, explícame, ¿qué estás haciendo con tu cuerpo? ¿Estás poniendo tu cuerpo en escena o qué?'",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:19:27,"En nuestro tiempo tenemos a los cuicos, hippies, láser y punkies. Los cuicos quieren ser gerentes de cualquier cosa... pero gerentes. Los hippies quieren ser librepensadores... bueno, más bien 'libres' pensadores.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:20:03,"Le pregunté al chico de la argolla, '¿Cuál es la utilidad?' Una semana después llega otro con las llaves colgando... ¡y rayan las paredes! Pero ni siquiera hacen un dibujo decente.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:23:02,"Con razón bailan solas, tu cuerpo bueno el arco, weón.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:23:24,"Bueno, es invitar. Se baila una música horrible, una música punch y pum, una música techno. Una música, huevón, antes que se puso de moda en Europa para no pagar los derechos de autor a los músicos. Tocaban en la discoteca toda una música tecno. ¡Por favor!",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:24:16,Y la mujer después de estar ahí bailando tres horas porque le encanta la música. Es como hacer step en el gimnasio porque la mina cree que está adelgazando.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:24:39,"Mira, miraban las tres horas esta cuestión y después prueban la barra y piden ron con Coca-Cola. El hombre con trabajos digitales establece contacto visual.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:25:21,Porque al hombre le gusta hablarle a él mismo y no escuchar. El hombre va a reproducirse; no intentes hablarle porque no escucha nada de lo que dices.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:26:42,"Claro, ustedes después dicen 'él es homofóbico'. Yo no soy homofóbico porque soy actor; si fuera fóbico me quedo sin amigos [Risas]. Tengo alta rutina sobre eso pero vayan a ver al teatro mejor porque esta gente está igual que mis condones... hipersensible.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:28:24,"Y me echaron, me echaron de la tele y me hicieron un bien porque el stand-up comedy es libertad. Bueno, por la libertad, yo no quiero regalar chistes de Bachelet esta noche porque yo conocí a Michelle hace muchos años atrás. Sí, como actor. Déjenme contarles, chiquillos: La conocí como actor en la inauguración...",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:28:51,...del hospital de Curepto.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:28:59,En esa instancia interpreté 'El enfermo imaginario'.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:29:06,Y ella 'El médico a palos'. Anda caburga cuando quieras y yo llego a currar. Yo andaba por aquí que fuera.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:29:19,"Y me junto con él frente al lado. Bien los Leds Aguirre Nicolás, ahora ministro de Educación, y que quiere hacer la reforma educacional o una tómbola porque su mamá trabaja en la manivela.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:29:36,"Y al frente los Piñera, que son gente de clase trabajadora.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:29:43,"'A ver señores', los Piñera tienen lo que tienen gracias al esfuerzo de todos los otros.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:32:14,"Así que ya está out molestar a los peruanos, hacerles bromas de que se comen las palomas en su cultura. Viejo, ¿sabéis qué? Es mala onda, mala onda para la gente. Un día los peruanos nos van a declarar la guerra y nos van a invadir altiro.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:32:32,Es cosa de que se organicen las nanas peruanas y va a morir toda la clase alta de este país.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:33:04,"La chica preciosa de Santa Cruz de la Sierra. Para que sepan, dicen por ahí que las mujeres de Santa Cruz de la Sierra son las más lindas del planeta. A mí me gustan más las húngaras, pero Santa Cruz tiene lo suyo. Las mujeres ahí son lindas porque son incas.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:33:23,"Me invitó a Bolivia. Fui y mandé un carrete sensacional. Al otro día, su familia me preguntó qué quería almorzar. Yo pedí una paila marina; casi me sacan la cresta.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:33:36,"Mentira, esos chistes los utilizo para ver cómo están agujereados sus cerebros con los elementos psico-patrióticos. El evento sueño divino inventado por la oligarquía llamado patria, ¿para qué? Para que el chileno vaya y dé su vida por ese pedazo de tierra cuando no tiene ni departamento.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:34:06,"Dentro del mismo urbano dicen 'La bandera chilena es la más linda del planeta', 'El himno nacional salió segundo después La Marsellesa'. Y uno cuando adulto se pregunta ¿dónde [ __ ] está ese concurso?",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:34:25,'Esa frase ridículamente psico-patriótica': 'Los chilenos somos los ingleses del [ __ ] sur'. Como si los ingleses dijeran 'Nosotros somos los chilenos de Europa'. De ganarlo...,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:35:58,"Que Juank anda todo el día así, deprimido como yo. Huele peor.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:36:10,"Y con las cejas levantadas, yo quiero ser el que escucha voces.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:36:17,"No es el primer político de derecha que escuchamos hacer acuerdos. Ustedes no dije que sea, yo hablo con la montaña máxima. En la montaña lo agarraba al huevo.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:36:28,"Ustedes verán, no esté caliente izquierda porque dice que otro mundo es posible. Voto por los escenarios comunistas porque estuviera en Arsys, porque no sabes lo que es una universidad de ciencias sociales reunirse. Parecía lógico, pero solo tenemos mejor puntería.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:36:55,"En Arsys tuve un compañero, compañero, compañero, porque venía de Cuba y tú pagas altos aranceles universitarios y la educación en Cuba gratis. O sea, la educación en Cuba no es tan buena como dicen los chicos de allá. La educación cubana deja mucho qué desear.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:38:31,"Hermanos míos compatriotas, no sacamos nada con reírnos fácilmente de los que nos dirigen y algunos de los dirigidos también. Nosotros somos los weones que votamos por ellos.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:39:39,"Adaptar ese momento que te perdiste. Estás sacando la foto, la pantalla del celular que te comunica, comunicándote con la pantalla de la tele. Y usted es de él, mucha tele y ver una web excluyéndome.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:39:57,"Programa detalle internacional, ¿que no solo llamarse 'Quién quiere ser millonario'? Mira, pregunta o no. No, yo no voy. A mí me llaman cada 13 años al Festival de Viña y yo estoy bien. Ustedes las mujeres chilenas se han sacado la mugre estudiando para igualarse intelectual y monetariamente al hombre, sacando de acá.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:40:24,"A tener una empresa o algo para tener un departamentito, una casita, 'la casa del techo digno', y se demora 25 años en pagar ese crédito huevón con el banco. Y cuando terminan de pagar lo tienen que vender porque con la jubilación no les alcanza. Y llega una cabra chica tiene 20 años, se pone un par de siliconas... ¡Hola!",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:40:46,En televisión te preguntan cómo se puede ser tan guay... ¡Hola!,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:40:56,"Y a los hombres nos narcotizan con fútbol. Vemos media hora de fútbol en los noticiarios como si fuéramos expertos. Bueno, tú sabes que este es uno de los países con mayor índice alto índice cáncer al estómago, al colon... ¿Cuántos asados has comido? ¿Cuántos vinos grandes has tomado viendo a La Roja perder? ¡Treinta huevón!",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:41:21,Somos los padres del equipo bueno para Argentina sea Argentina y Brasil sea Brasil. Qué guapo Cuaresma... Nosotros somos tan pillos ponemos un entrenador argentino huevón teníamos en el Mundial para ganarles a los brasileños ¡y Sampaoli no pone a Valdivia! El mejor jugador.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:41:41,'Infernal'... Y luego está en banquillo 'infernal' porque juega fútbol toma leche con plátano... No importa pero incluso yo quería Valdivia fuera padrino mi hijo huevón.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:41:57,'Y nos conformamos'. Dejamos uno oye... Un empate contra Brasil huevón ¡los pusimos rodillas! Los alemanes sí humillaron locución rodillas cocos cara humillación juego.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:43:57,"Yo nunca he visto un marinero diciendo que puede asaltar un banco. A lo sumo dice que puede asaltar un banco, pero mañana.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:45:07,"Padre e hijo asaltaron un negocio en Tiltil. ¿Ustedes conocen Tiltil? Queda fuera de Santiago. Creo que usted debe conocer dónde murió Manuel Rodríguez, donde también venden tunas, lo cual es coincidente porque Manuel Rodríguez murió untunado.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:46:06,"Entonces el papá dice: 'No, si yo quiero que mi hijo vaya a la cárcel para que sea más que yo.'",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:46:17,"Porque para ellos una semana en la cárcel es como hacer un taller; un mes, como hacer un seminario; y un año, una carrera técnico-profesional. Cinco años son como una licenciatura y diez años... El bueno no quiere salir de la cárcel porque no quiere dejar botados los negocios.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:47:09,"GM Elasticidad, el cabro chico con algo mineral. Yo ya he leído de vida, Eric Von Däniken.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:47:55,Lo cierto es que un día Salfate se encontró con un marciano y solo fumó.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:48:25,Tengo muchas teorías de la conspiración del fin del mundo. Hay quienes dicen que Obama es Osama de pila.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:50:52,"Yo soy a la religión, lo digo con mucho respeto. Yo sé que ustedes, la mayoría, son familias cristianas, salvo los prácticos de YouTube.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:51:04,"Yo también, yo también soy de familia cristiana. Lo que es peor aún, soy de familia democristiana.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:51:15,"La familia no se elige. Yo tengo una pesada relación con Dios, una relación de amor, no de temor. De amor porque a Dios le gusta perdonar los pecados y a mí me gusta pecar. Entonces lo mantengo siempre trabajando, nunca ocioso porque el trabajo dignifica.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:51:42,"Un día el cura Tato sorprendió al sacristán quedándose con la plata del diezmo dominical y lo llamó: 'Bien hijo mío, ven al confesionario. Este confesionario nuevo me lo han traído; es madera ébano incrustada en oro y tiene un lindo cojín mullido hecho en cera india.' Muy sencillo... 'Hijo mío, sin pecado concebido ¿es verdad que te estás quedando con la plata del diezmo dominical?' 'Hijo mío pero habla más fuerte.' '¿Te estás quedando con las limosnas?' 'No' '¿Te estás quedando con las limosnas? ¡Sinvergüenza!' Parece cura novato... Y luego dice: 'Padre ¿es verdad usted se acuesta sus alumnas?'",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:54:31,"Porque esta noche te quiere premiar, quiere premiar ese esfuerzo, esa valentía de coraje Arturo. Y por supuesto, todo el talento que pusiste sobre este escenario en Viña del Mar. Hay la Gaviota de Plata para tu mente y nos hace recordar que pucha que es importante reírnos en este país porque a todos los humoristas les ha ido muy bien.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:55:08,Y Arturo no es la excepción porque Chile requiere de más risas. Y Arturo se vino a reírse de todos y cada uno de nosotros. Y es por eso que dejamos a Arturo brillar sobre este escenario.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:55:38,"Hay un cielo para todos. Yo estaba allá, en ese momento puedes pillarte en cualquier momento, se puede crear un río y la gente llega manejando. Te das cuenta realmente cuando el río Marga Marga cae encima como un círculo.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:55:55,Cada vez que tenga el auto tan peligroso...,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:56:01,"En el río Mapocho imaginas también la muerte, pero piensa positivo. Tan tarde abres la puerta y la presión del agua empieza a entrar. Tú dices 'bueno', hay que tener en cuenta lo contaminado que está el río.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:56:18,"En ese momento piensa positivo, aguanta universalmente todo mentalmente, pasa toda tu vida por delante con una televenta nueva. A lo hecho pecho hijo, nadie va sin luz pero para grupos viejos si vas con mucha fe encontrarás al otro lado lo que necesitas. Si eres muy católico te encontrarás constantemente con dos personas... San Pedro.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:58:22,"Con Paul McCartney, la marihuana. Con Bocina de Nueva York, los cachés. Con el más crisis y más grandes son la India, los ácidos. Conviniere la heroína con Jimi Hendrix. Le obren con Ringo Starr.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:58:35,"Pero a cierta edad dijo: 'Ya no más, no hay nada mejor que estar limpio'. Y se encerró en su pieza a dejar las drogas. Y dejó las drogas de sopetón, hacia lo macho. Y él escribe una canción que se llama 'Cold Turkey' (hago frío) porque el sentido es que te encierres para dejar las drogas.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:58:49,Realmente limpio salió de su pieza y se dio cuenta que estaba casado con Yoko Ono.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:59:08,"Usted señor mormón, ¡camine! Camine, camine, camine...",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:59:19,"Usted señor Testigo de Jehová, siga al mormón... sí, al mormón.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:59:25,"'Jet o volante', diga que para la micro... Gracias. Usted señor musulmán me gusta car activas ¿a quién ha buscado? Mahoma.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:59:40,"'Está en la montaña', pero espero tipo de montañas... ¿de Tora?",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,00:59:49,'¿Cuántas vírgenes?' Dijo 27 vírgenes.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,01:04:59,Entré a Arturito de la habitación de los papás y se encuentra a la mamá arriba del papá en una posición francamente amorosa que se la recomiendo porque es muy cómoda.,6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,01:05:27,"Para explicar lo que vio, cuando tú preceptores el papá, pero yo paso todo el día trabajando, peine me conoce.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,01:05:38,"Parte de la mamá: 'Arturito, ¿qué es lo que viste cuando entraste a la habitación de los papás?' 'No me gusta esto. Aquí arriba estaba el papito desnudo saltando.' '¿Por qué estabas desnudo? Porque llevabas en el pasillo... fueron las escuchas. Me voy.'",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,01:06:13,"'Después vi a más,' dijo. 'Yo también me voy.' Y te dije que éramos juntos y eso se va a dejar solo.",6VfUZr0xoy8
160,57,Festival Internacional de la Canción de Viña del Mar 2015,Arturo Ruiz-Tagle,01:06:24,"'Y es en ese momento que entra habitación y te contrata Radio Quito saltando con agua para sus hijos altos para desinflar...' '¿Por qué?' 'Porque tú saltabas arriba delito para desinflar...' 'Sí, dispuesto. Te vas al supermercado día...' La decida es el abuelo inflarse.",6VfUZr0xoy8
161,81,Festival Internacional de la Canción de Viña del Mar 2016,Edo Caroe,00:01:45,"La noticia: esquivando los tomates. ¡No, no, no!",wxW65PoL2FY
161,81,Festival Internacional de la Canción de Viña del Mar 2016,Edo Caroe,00:01:53,"Es un triunfo que no sea plata, porque con la jubilación que tengo, ¡no está avanzando nada! Sería un honor que me presentara Kristen en Viña.",wxW65PoL2FY
161,81,Festival Internacional de la Canción de Viña del Mar 2016,Edo Caroe,00:03:55,"Este es el ánimo que me gusta. Es como si me pusieran un petardo en el culo; bueno, agarro vuelo y esto puede durar tres horas.",wxW65PoL2FY
161,81,Festival Internacional de la Canción de Viña del Mar 2016,Edo Caroe,00:04:45,"Y le gusta mi moto. Le puse 'Educar' hoy, así porque hasta ahora no ha llegado a ninguna parte. Pero sí llegó hasta la Quinta Vergara.",wxW65PoL2FY
161,81,Festival Internacional de la Canción de Viña del Mar 2016,Edo Caroe,00:05:21,"He tratado de hacer muchas cosas para independizarnos, para mejorar esta sociedad caratulada. Traté de hacer un partido político de puros discapacitados pero no lo pudimos formar... ¡porque cuando nos quisimos juntar nos faltaron algunos miembros!",wxW65PoL2FY
161,81,Festival Internacional de la Canción de Viña del Mar 2016,Edo Caroe,00:06:16,"Estuve tan deprimido que traté de ahorcarme en una bolsa. Pero ya basta, porque ha llegado el momento de la magia del humor y las rimas.",wxW65PoL2FY
161,81,Festival Internacional de la Canción de Viña del Mar 2016,Edo Caroe,00:07:40,"¿Pero qué fue esa presentación, amigo? O sea, decir la verdad. Acuérdese usted, amigo, que usted es como el Transantiago: desde que lo consiguieron es una...",wxW65PoL2FY
161,81,Festival Internacional de la Canción de Viña del Mar 2016,Edo Caroe,00:07:56,"Aparte, recuerde usted que yo no meto las manos al fuego por nadie. La última vez, mira cómo quedé.",wxW65PoL2FY
161,81,Festival Internacional de la Canción de Viña del Mar 2016,Edo Caroe,00:08:04,"Te gusta mirar a la gente, te gusta molestar. Porque bueno, no sé si se habían dado cuenta; es Óscar Álvarez, gran imitador y comediante.",wxW65PoL2FY
161,81,Festival Internacional de la Canción de Viña del Mar 2016,Edo Caroe,00:08:19,"Ahí está; gran imitador y comediante, un pedazo de artista sin duda. Pero por eso es un halago conmigo. Lo que pasa amigos es que a usted le gusta mirar a la gente porque se le subieron los humos a la cabeza. No fue un trayecto muy largo pero se le subieron. Pero por lo menos yo soy original.",wxW65PoL2FY
