id,segment_idx,show,year,date,festival,event_name,youtube_url,start_time_seconds,end_time_seconds,duration_seconds,text,source_row_index,model_text,model_decade,topic_initial,topic_final,topic_name_initial,topic_name_final,is_outlier_initial,is_outlier_final,max_topic_probability
27,7,Tato Cifuentes,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=CVMZsiv-GTY,668.0,695.0,27.0,"Todos ayudan al desarrollo de Chile. Y cuando usted ayuda a su suerte, también está ayudando a Chile. En educación, salud y deporte. Ayude usted también; compre Polla.",10,"Todos ayudan al desarrollo de Chile. Y cuando usted ayuda a su suerte, también está ayudando a Chile. En educación, salud y deporte. Ayude usted también; compre Polla.",1970,-1,0,-1____,0_presidente_país_huevón_pesos,True,False,0.09897262478995608
29,0,Los Acetatos,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=MADR8N_Vbls,0.0,27.0,27.0,"¿Qué tal, amigos? De nuevo reunidos en Televisión Nacional de Chile para recordar a aquellos que cantaron en Viña un día. Y hoy, bueno, hoy estamos de muy buen humor porque la Quinta Vergara también se hizo presente el buen humor a través de estos tres muchachos chilenos que impusieron sus grandes condiciones de artistas fonomínicos y excéntricos de la canción. Les voy a dejar en la grata compañía de Los Acetatos.",11,"¿Qué tal, amigos? De nuevo reunidos en Televisión Nacional de Chile para recordar a aquellos que cantaron en Viña un día. Y hoy, bueno, hoy estamos de muy buen humor porque la Quinta Vergara también se hizo presente el buen humor a través de estos tres muchachos chilenos que impusieron sus grandes condiciones de artistas fonomínicos y excéntricos de la canción. Les voy a dejar en la grata compañía de Los Acetatos.",1970,-1,3,-1____,3_humor_quinta_quinta vergara_vergara,True,False,0.08856807710290045
29,1,Los Acetatos,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=MADR8N_Vbls,44.0,159.0,115.0,"Alone, why must I be alone? I spent so many hours with you. How can I be alone? I think, I think I dream alone. I think we were made for us to share and I dream alone. There's such a thing as forgiving, so why can't you forgive? There's such a thing as forgiving, can't you forgive? There's such a thing as forgiving, can't you forgive? Forgive and forget. Of course. Why not we be here apart? Let's pull on together and never be alone. There's such a thing as forgiving. So why can't you forgive? There's such a thing as forgetting. Can't you forgive and forget? Oh God. Why must we be apart? But we are together and never be apart. La la la la la, la la la la la.",12,"Alone, why must I be alone? I spent so many hours with you. How can I be alone? I think, I think I dream alone. I think we were made for us to share and I dream alone. There's such a thing as forgiving, so why can't you forgive? There's such a thing as forgiving, can't you forgive? There's such a thing as forgiving, can't you forgive? Forgive and forget. Of course. Why not we be here apart? Let's pull on together and never be alone. There's such a thing as forgiving. So why can't you forgive? There's such a thing as forgetting. Can't you forgive and forget? Oh God. Why must we be apart? But we are together and never be apart. La la la la la, la la la la la.",1970,8,8,8_anthony_amas_your_you,8_anthony_amas_your_you,False,False,1.0
29,2,Los Acetatos,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=MADR8N_Vbls,195.0,266.0,71.0,"Y cumpliendo numerosas peticiones, ahora le voy a cantar un bolero, ""Dos almas"". Dame todo, Nubo. Ajá. Dos almas que unidas yo... Dos almas que se amaban. Eso era. Por la sangre de este inmenso amor nos lavamos la vida. Como amamos de, de, de, de, de. Un día en el camino, que gustaban nuestras almas... Surgió una onda de odio que nos deja rodadón. Y decía que mejor fuera morir ni se cañare podemos ya vivir.",13,"Y cumpliendo numerosas peticiones, ahora le voy a cantar un bolero, ""Dos almas"". Dame todo, Nubo. Ajá. Dos almas que unidas yo... Dos almas que se amaban. Eso era. Por la sangre de este inmenso amor nos lavamos la vida. Como amamos de, de, de, de, de. Un día en el camino, que gustaban nuestras almas... Surgió una onda de odio que nos deja rodadón. Y decía que mejor fuera morir ni se cañare podemos ya vivir.",1970,1,1,1_canción_almas_cantar_vivo vivo,1_canción_almas_cantar_vivo vivo,False,False,0.1897558866900503
29,3,Los Acetatos,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=MADR8N_Vbls,290.0,333.0,43.0,"¿Qué? ¿Qué fue? ¿Qué pasó? ¿Qué? ¿Qué fue? ¿Qué pasó? Ah, ¿me toca a mí? Ya va, pues. Y un día en el camino que cruzaba nuestra alma, tuyo una canción yo, yo que no sé. Y decía que podemos ya, podemos ya.",14,"¿Qué? ¿Qué fue? ¿Qué pasó? ¿Qué? ¿Qué fue? ¿Qué pasó? Ah, ¿me toca a mí? Ya va, pues. Y un día en el camino que cruzaba nuestra alma, tuyo una canción yo, yo que no sé. Y decía que podemos ya, podemos ya.",1970,1,1,1_canción_almas_cantar_vivo vivo,1_canción_almas_cantar_vivo vivo,False,False,0.3858419301203263
29,4,Los Acetatos,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=MADR8N_Vbls,342.0,432.0,90.0,En el ranking internacional de Los Acetatos canta Sandro. Así como una rosa resechea por el viento. Así como una hoja reseca por el sol. Así como se enroja de costado un el viejo. Así mi alma tu imagen arrojó. Así como se marcha la noche con el día. Así como se aleja un velero hacia el tamarindo. Así...,15,En el ranking internacional de Los Acetatos canta Sandro. Así como una rosa resechea por el viento. Así como una hoja reseca por el sol. Así como se enroja de costado un el viejo. Así mi alma tu imagen arrojó. Así como se marcha la noche con el día. Así como se aleja un velero hacia el tamarindo. Así...,1970,-1,19,-1____,19_través_mar_viña_viña mar,True,False,0.0977878811033805
29,5,Los Acetatos,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=MADR8N_Vbls,432.0,461.0,29.0,"y como se escapa el agua entre los dedos. Así te dejé ir sin meditar. Éxito mundial, el fenómeno Rafael.",16,"y como se escapa el agua entre los dedos. Así te dejé ir sin meditar. Éxito mundial, el fenómeno Rafael.",1970,12,12,12_perro_perrito_selva_lobo,12_perro_perrito_selva_lobo,False,False,0.2817654501034597
29,6,Los Acetatos,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=MADR8N_Vbls,465.0,506.0,41.0,"No. No supliques tanto, por favor. Déjame tranquilo que es mejor, pues no quiero ni saber de tu amor. Sí, sigue hablando así por caridad. Dime que me quieres por piedad. Que me llegue yo a creer que es verdad. Eres tú todo el mundo para mí. Nadie te ha querido como yo. Siga hablando así y seré feliz y seré feliz. Sí, sí, sí. No. Sí, sí, sí. No.",17,"No. No supliques tanto, por favor. Déjame tranquilo que es mejor, pues no quiero ni saber de tu amor. Sí, sigue hablando así por caridad. Dime que me quieres por piedad. Que me llegue yo a creer que es verdad. Eres tú todo el mundo para mí. Nadie te ha querido como yo. Siga hablando así y seré feliz y seré feliz. Sí, sí, sí. No. Sí, sí, sí. No.",1970,8,8,8_anthony_amas_your_you,8_anthony_amas_your_you,False,False,0.25735010917624823
29,7,Los Acetatos,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=MADR8N_Vbls,522.0,609.0,87.0,"The Three Gold Eskimos are on the air. When the dog slinks full of vegetables for your local grocery. And to start the show off tonight, here is that sensational hit ""Back Home in Indiana"". And I long for my Indiana home. And that sensational hit, ""Back Home Again in Indiana"". Oh! Indiana! Hoo!",18,"The Three Gold Eskimos are on the air. When the dog slinks full of vegetables for your local grocery. And to start the show off tonight, here is that sensational hit ""Back Home in Indiana"". And I long for my Indiana home. And that sensational hit, ""Back Home Again in Indiana"". Oh! Indiana! Hoo!",1970,3,3,3_humor_quinta_quinta vergara_vergara,3_humor_quinta_quinta vergara_vergara,False,False,0.09414657698844892
29,8,Los Acetatos,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=MADR8N_Vbls,618.0,666.0,48.0,Es el sábado de la home again in Indiana. In Indiana. Was the show so gay? It's your destiny. It's your destiny. It's your destiny. It's your destiny. It's your destiny. Roznie się bierz. E się wini ja na hołd. Ja.,19,Es el sábado de la home again in Indiana. In Indiana. Was the show so gay? It's your destiny. It's your destiny. It's your destiny. It's your destiny. It's your destiny. Roznie się bierz. E się wini ja na hołd. Ja.,1970,-1,8,-1____,8_anthony_amas_your_you,True,False,0.06713228772838599
29,10,Los Acetatos,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=MADR8N_Vbls,749.0,788.0,39.0,"Televisión Nacional: Los Acetatos. Uh, uh.",21,"Televisión Nacional: Los Acetatos. Uh, uh.",1970,-1,19,-1____,19_través_mar_viña_viña mar,True,False,0.023584017813806278
29,12,Los Acetatos,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=MADR8N_Vbls,838.0,869.0,31.0,"Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo, que suave tercer pelón, la media luz de amor.",23,"Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo me dio el amor. Y todo, que suave tercer pelón, la media luz de amor.",1970,-1,24,-1____,24_amor_dije_pa_pa pa,True,False,0.033738315856024166
29,13,Los Acetatos,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=MADR8N_Vbls,900.0,912.0,12.0,Este es el 34º Festival Internacional de la Canción de Viña del Mar y este es el grupo de Los Acetatos. Otra de las revelaciones de nuestro show internacional que es reclamado por ustedes. Un aplauso para ellos.,24,Este es el 34º Festival Internacional de la Canción de Viña del Mar y este es el grupo de Los Acetatos. Otra de las revelaciones de nuestro show internacional que es reclamado por ustedes. Un aplauso para ellos.,1970,19,19,19_través_mar_viña_viña mar,19_través_mar_viña_viña mar,False,False,0.05861248729017269
29,14,Los Acetatos,1973,1973-02-02,XIV,Festival Internacional de la Canción de Viña del Mar 1973,https://www.youtube.com/watch?v=MADR8N_Vbls,930.0,945.0,15.0,"Os quiero bailar en mañana, mañana.",25,"Os quiero bailar en mañana, mañana.",1970,-1,25,-1____,25_bailar_fiesta_bailemos_baile,True,False,0.06488421382386195
